STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME_DAYMIN,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT
89,220,0,0,15,15,22,5.6,165,170
68,1190,1,1,2,2,36,5.7,167.5,205
89,106,1,1,8,8,26,5.9,172.5,170
82,35,1,1,2,2,30,5.8,170,160
89,870,1,1,1,1,29,6.3,187.5,240
89,1270,1,1,1,1,26,6.1,182.5,175
68,55,1,1,5,5,30,5.1,152.5,165
68,55,1,1,5,5,32,6.1,182.5,250
68,55,1,1,5,5,32,5.8,170,170
75,74,1,1,20,20,19,6,180,180
61,1335,1,1,2,2,25,6.2,185,190
75,1287,1,1,13,13,21,5.9,172.5,160
82,191,3,3,3,3,20,5.1,152.5,185
82,25,0,0,7,7,43,5.11,177.5,145
89,229,1,1,5,5,18,6.1,182.5,175
61,291,2,2,5,5,27,5.5,162.5,140
82,1247,1,1,1,1,19,5.11,177.5,160
89,503,1,1,5,5,30,5.9,172.5,230
82,919,1,1,7,7,16,5.11,177.5,175
75,120,0,0,5,5,24,6,180,165
68,189,1,1,7,7,30,5.9,172.5,220
82,350,1,1,6,6,18,6,180,180
82,1233,1,1,10,10,66,5.4,160,200
68,150,1,1,6,6,32,5.1,152.5,160
68,1290,1,1,11,11,22,5.9,172.5,155
61,170,1,1,10,10,30,5.6,165,150
82,1174,1,1,5,5,30,5.8,170,175
82,980,1,1,10,10,18,5.7,167.5,180
82,980,1,1,10,10,15,5.9,172.5,145
89,650,1,1,5,5,20,5.9,172.5,160
68,1077,1,1,40,50,20,5.6,165,120
75,1301,1,1,8,8,13,5.5,162.5,140
75,1301,1,1,8,8,18,5.6,165,140
69,1395,4,4,30,30,20,6.1,182.5,160
83,587,1,1,10,10,43,6,180,160
83,140,2,2,5,5,24,6,180,250
83,726,0,0,4,4,49,5.7,167.5,180
83,684,1,1,7,7,40,5.1,152.5,180
62,1355,1,1,3,3,25,6.3,187.5,280
76,5,1,1,10,10,47,5.8,170,200
90,1040,2,2,10,10,22,5.1,152.5,150
90,1371,3,3,13,13,31,5.1,152.5,175
90,242,1,1,30,30,18,6.1,182.5,200
90,242,1,1,30,30,19,5.1,152.5,190
90,242,1,1,30,30,27,5.1,152.5,190
83,1309,2,2,1,1,18,5.7,167.5,160
62,82,1,1,30,30,38,6,180,180
76,116,1,1,20,20,43,6.1,182.5,175
83,708,30,11,7,7,33,4.1,122.5,200
83,696,1,1,5,5,46,5.1,152.5,180
83,185,1,1,1,1,24,5.7,167.5,180
83,969,1,1,7,7,21,5.3,157.5,140
83,295,1,1,25,25,32,5.1,152.5,220
83,1029,1,1,5,5,14,5.5,162.5,100
69,100,0,0,5,5,26,5.9,172.5,165
69,100,0,0,5,5,31,5.7,167.5,260
76,1058,0,0,5,5,17,5.4,160,120
90,153,0,0,10,10,24,5.9,172.5,180
83,1189,1,1,40,50,42,6.1,182.5,200
90,1283,1,1,15,15,18,6.1,182.5,190
90,1283,1,1,15,15,18,5.9,172.5,170
90,1283,1,1,15,15,17,5.7,167.5,180
90,1283,1,1,15,15,17,5.9,172.5,170
62,138,1,1,5,5,20,6,180,160
90,105,1,1,27,27,43,5.7,167.5,180
90,105,1,1,27,27,41,5.11,177.5,200
62,890,1,1,3,3,30,6,180,150
62,555,1,1,10,10,29,5.8,170,200
76,10,2,2,5,5,20,6.1,182.5,180
76,10,2,2,5,5,20,5.7,167.5,130
76,10,1,1,5,5,20,5.2,155,140
90,1140,1,1,5,5,28,6.2,185,200
90,1341,1,1,1,1,25,5.8,170,150
69,40,1,1,3,3,19,6.2,185,190
76,55,1,1,5,5,53,5.6,165,160
83,1075,0,0,20,20,31,5.8,170,250
62,960,1,1,5,5,16,5.9,172.5,140
62,962,1,1,1,1,16,5.9,172.5,200
62,980,5,5,2,2,15,5.4,160,150
62,980,5,5,2,2,13,5.4,160,120
76,1015,1,1,5,5,18,5.5,162.5,200
69,1429,1,1,30,30,51,5.7,167.5,155
90,220,1,1,3,3,18,5.1,152.5,145
76,89,1,1,40,50,18,5.1,152.5,220
76,89,1,1,40,50,17,5.11,177.5,185
83,1050,1,1,7,7,23,6.2,185,190
83,980,1,1,12,12,21,5.5,162.5,130
83,900,2,2,10,10,18,5.7,167.5,150
90,1155,1,1,5,5,40,5.5,162.5,110
76,531,1,1,10,10,25,5.11,177.5,220
83,330,1,1,10,10,20,5.11,177.5,170
76,177,30,11,12,12,26,5.4,160,159
76,177,30,11,12,12,18,5.4,160,150
76,177,30,11,12,12,21,5.1,152.5,222
76,1080,1,1,7,7,26,5.5,162.5,170
83,1025,10,10,10,10,14,5.9,172.5,140
76,250,0,0,5,5,25,5.6,165,165
83,331,0,0,30,30,36,5.9,172.5,170
90,8,1,1,10,10,21,6,180,210
69,690,1,1,7,7,29,5.7,167.5,210
112,1188,1,1,6,6,53,5.7,167.5,195
119,1326,1,1,15,15,19,5.5,162.5,125
119,1329,1,1,9,9,20,6,180,150
91,892,1,1,1,1,35,5.7,167.5,132
91,966,6,6,9,9,30,6,180,175
105,152,1,1,6,6,35,5.6,165,145
112,971,1,1,10,10,18,5.9,172.5,160
112,910,1,1,5,5,66,5.8,170,175
91,1069,1,1,10,10,18,5.8,170,135
91,1065,1,1,7,7,14,4.7,137.5,110
91,1065,1,1,7,7,13,4.8,140,110
119,525,1,1,10,10,16,5.6,165,150
105,1325,1,1,20,20,25,5.9,172.5,180
112,1390,0,0,5,5,23,5.9,172.5,150
105,1325,1,1,20,20,25,5.9,172.5,160
98,820,1,1,5,5,40,5.9,172.5,150
91,1063,1,1,37,37,33,6.5,192.5,200
105,997,1,1,15,15,39,5.1,152.5,170
105,762,1,1,17,17,25,5.11,177.5,160
98,195,0,0,3,3,35,6.5,192.5,180
98,960,1,1,3,3,30,6,180,250
98,35,0,0,10,10,30,5.8,170,160
98,610,1,1,2,2,53,5.8,170,155
91,20,0,0,1,1,23,6.3,187.5,210
91,1290,1,1,1,1,20,5.6,165,140
98,24,1,1,24,24,22,6,180,175
119,5,1,1,1,1,25,5.9,172.5,150
91,1336,2,2,2,2,18,5.6,165,140
98,927,10,10,15,15,12,5.4,160,120
98,927,10,10,15,15,13,5.1,152.5,140
119,1107,1,1,40,50,18,5.1,152.5,150
119,1344,3,3,30,30,23,5.6,165,150
119,1344,3,3,30,30,29,6,180,220
119,1344,3,3,35,35,24,5.9,172.5,165
119,1344,3,3,35,35,27,5.9,172.5,185
119,1106,1,1,41,50,17,5.7,167.5,145
91,685,2,2,5,5,56,6,180,240
112,1165,2,2,5,5,26,5.1,152.5,250
112,1165,2,2,5,5,25,5.8,170,165
98,805,1,1,20,20,25,6.4,190,325
91,400,1,1,10,10,48,5.1,152.5,220
112,975,0,0,3,3,37,5.7,167.5,150
91,1060,1,1,5,5,22,5.11,177.5,200
105,872,0,0,70,50,18,5.1,152.5,160
105,877,0,0,70,50,17,5.1,152.5,150
105,877,0,0,70,50,18,5.8,170,130
105,877,0,0,70,50,18,5.1,152.5,160
105,117,1,1,10,10,24,6,180,130
112,1028,1,1,9,9,26,5.11,177.5,160
91,640,1,1,10,10,14,6,180,135
98,940,1,1,5,5,20,5.9,172.5,160
112,215,1,1,13,13,27,5.7,167.5,160
99,679,1,1,1,1,36,6.2,185,180
99,725,1,1,15,15,14,5.3,157.5,160
99,680,1,1,10,10,16,6.1,182.5,190
99,1210,1,1,6,6,41,5.8,170,180
120,790,0,0,1,1,41,5.11,177.5,170
92,1300,1,1,5,5,34,6.2,185,220
120,1354,1,1,15,15,33,5.8,170,170
120,1354,1,1,15,15,34,5.11,177.5,170
120,1354,1,1,15,15,25,5.6,165,165
99,855,1,1,10,10,16,5.1,152.5,145
92,1101,1,1,7,7,13,5.5,162.5,110
113,1283,0,0,2,2,29,6,180,175
106,998,5,5,10,10,14,5.3,157.5,115
120,1155,2,2,10,10,22,5.9,172.5,150
92,970,1,1,2,2,40,5.7,167.5,180
99,645,2,2,10,10,23,5.9,172.5,215
113,1365,1,1,17,17,30,6.1,182.5,160
106,1201,1,1,15,15,17,5.1,152.5,160
106,1201,1,1,15,15,20,5.9,172.5,170
120,1150,1,1,10,10,17,5.8,170,150
113,718,0,0,5,5,58,5.7,167.5,160
113,1369,0,0,7,7,20,5.6,165,150
106,1010,1,1,5,5,29,6.3,187.5,210
99,1305,1,1,15,15,14,5.9,172.5,145
120,1220,1,1,5,5,20,6.1,182.5,160
92,1037,1,1,7,7,21,6,180,165
92,1037,1,1,7,7,19,5.8,170,150
92,1060,1,1,2,2,16,5.7,167.5,140
120,717,1,1,1,1,21,5.1,152.5,160
120,333,2,2,12,12,34,5.6,165,220
120,720,1,1,17,17,20,5.5,162.5,155
106,212,5,5,10,10,43,6,180,180
99,1070,2,2,2,2,13,5.2,155,13
113,770,1,1,5,5,40,5.9,172.5,240
120,1144,1,1,5,5,35,5.5,162.5,165
120,1290,1,1,5,5,19,5.7,167.5,150
92,1255,1,1,5,5,32,5.1,152.5,180
106,307,1,1,13,13,31,5.6,165,180
99,308,1,1,3,3,19,5.9,172.5,150
99,1095,1,1,5,5,20,5.1,152.5,175
113,670,1,1,15,15,25,6.2,185,300
113,636,1,1,6,6,54,5.9,172.5,165
120,260,0,0,7,7,26,5.7,167.5,130
99,900,30,11,5,5,26,5.9,172.5,150
120,1360,2,2,15,15,17,5.6,165,160
120,757,1,1,8,8,33,5.11,177.5,180
99,524,2,2,2,2,20,6.2,185,180
106,3,1,1,14,14,24,5.11,177.5,175
106,3,1,1,5,5,23,5.8,170,140
106,4,1,1,10,10,30,6.2,185,190
106,655,1,1,20,20,41,6.2,185,190
106,655,1,1,20,20,31,6.1,182.5,200
120,1009,2,2,31,31,17,5.8,170,140
120,1009,2,2,31,31,17,5.4,160,130
120,1009,2,2,31,31,21,5.1,152.5,150
99,481,0,0,1,1,24,5.11,177.5,180
99,885,1,1,20,20,17,6,180,150
99,80,2,2,10,10,37,5.5,162.5,165
113,99,1,1,3,3,38,6.2,185,210
120,1135,1,1,2,2,20,5.1,152.5,150
92,1312,1,1,1,1,42,5.9,172.5,200
99,1350,1,1,0,0,14,5.6,165,130
99,1355,2,2,11,11,56,5.11,177.5,160
92,80,1,1,10,10,22,5.9,172.5,160
92,1083,1,1,8,8,30,5.1,152.5,190
92,1157,1,1,10,10,26,5.1,152.5,165
92,1157,1,1,10,10,22,5.8,170,150
120,1156,1,1,20,20,52,6.1,182.5,180
120,929,1,1,2,2,23,5.1,152.5,160
120,1353,1,1,5,5,40,5.9,172.5,180
120,1349,1,1,4,4,23,5.1,152.5,185
120,1353,1,1,14,14,19,5.8,170,150
113,1380,2,2,16,16,21,6.4,190,180
113,1380,2,2,16,16,18,5.1,152.5,180
99,875,1,1,40,50,23,5.7,167.5,180
113,870,2,2,5,5,42,5.7,167.5,140
120,530,2,2,20,20,51,6,180,190
120,172,2,2,5,5,39,6.2,185,250
92,1098,1,1,20,20,41,5.4,160,150
92,1098,1,1,20,20,25,5.9,172.5,165
120,1145,1,1,1,1,16,5.1,152.5,150
113,825,1,1,4,4,17,5.8,170,140
113,828,1,1,4,4,30,6.2,185,190
106,744,0,0,5,5,34,5.8,170,160
113,1284,1,1,9,9,46,5.9,172.5,240
113,1284,1,1,9,9,14,5.5,162.5,110
113,1284,1,1,9,9,15,6,180,120
92,1130,1,1,3,3,17,5.11,177.5,150
106,1151,1,1,4,4,35,5.9,172.5,185
113,906,1,1,5,5,20,5.1,152.5,140
106,1020,1,1,6,6,21,6,180,160
114,785,1,1,10,10,32,6,180,180
100,1414,1,1,20,20,24,5.1,152.5,160
100,1413,1,1,10,10,20,6,180,150
107,1007,1,1,11,11,55,5.1,152.5,180
107,1006,1,1,33,33,29,5.11,177.5,170
107,1047,2,2,5,5,15,5.6,165,140
114,835,10,10,10,10,41,5.9,172.5,150
93,1011,0,0,10,10,52,5.9,172.5,150
100,198,1,1,16,16,50,5.11,177.5,160
93,977,10,10,3,3,48,5.9,172.5,200
100,573,0,0,18,18,32,5.11,177.5,170
114,120,1,1,1,1,28,5.9,172.5,150
114,1092,0,0,10,10,50,5.5,162.5,130
114,450,1,1,5,5,25,5.11,177.5,180
100,1034,1,1,15,15,32,5,150,200
100,1034,1,1,15,15,23,6.2,185,150
93,1208,1,1,5,5,34,5.1,152.5,175
93,1204,1,1,1,1,19,5.5,162.5,160
93,1204,1,1,1,1,15,5.1,152.5,150
93,1204,1,1,1,1,22,5.8,170,165
93,1204,1,1,1,1,19,5.3,157.5,125
100,842,2,2,4,4,13,5.5,162.5,120
114,496,0,0,4,4,17,5.3,157.5,130
93,1342,1,1,3,3,30,5.11,177.5,160
107,1240,1,1,5,5,15,5.6,165,120
100,1425,1,1,10,10,22,5.7,167.5,165
100,1385,1,1,5,5,31,5.7,167.5,150
107,915,1,1,3,3,14,5.5,162.5,130
114,68,1,1,5,5,18,6.2,185,245
93,794,10,10,6,6,16,5.4,160,130
93,793,1,1,6,6,16,5.5,162.5,140
100,713,1,1,2,2,20,5.5,162.5,160
107,715,2,2,6,6,30,5.8,170,165
93,1229,1,1,1,1,26,5.9,172.5,165
93,1415,1,1,10,10,30,5.8,170,180
107,1200,1,1,5,5,15,5.5,162.5,150
107,30,2,2,5,5,25,5.1,152.5,180
107,30,2,2,5,5,25,5.2,155,130
93,1421,2,2,15,15,22,5.6,165,120
107,755,2,2,4,4,57,5.9,172.5,150
93,1300,3,3,10,10,51,5.8,170,150
114,905,1,1,50,50,59,5.1,152.5,150
114,905,1,1,50,50,56,5.6,165,200
114,905,1,1,50,50,42,6.1,182.5,170
114,905,1,1,50,50,66,6,180,210
107,99,1,1,5,5,16,6,180,160
93,886,1,1,3,3,36,5.7,167.5,170
100,814,1,1,5,5,25,5.1,152.5,165
100,1368,1,1,2,2,19,6,180,180
107,1095,10,10,10,10,16,5.8,170,140
93,958,1,1,16,16,16,5.6,165,160
93,947,1,1,1,1,16,5.7,167.5,150
93,962,1,1,3,3,16,5.9,172.5,115
107,593,0,0,5,5,24,5.6,165,180
114,34,1,1,1,1,19,5.9,172.5,165
93,27,1,1,5,5,30,6.2,185,170
93,1400,1,1,6,6,28,6.3,187.5,210
93,1435,1,1,4,4,30,5.11,177.5,180
100,1341,1,1,6,6,28,5.7,167.5,170
100,1341,1,1,6,6,25,5.9,172.5,160
100,1341,1,1,5,5,20,5.1,152.5,160
107,1360,1,1,2,2,31,5.1,152.5,175
93,1290,1,1,3,3,50,5.8,170,160
93,1280,1,1,5,5,19,5.11,177.5,160
100,1131,1,1,8,8,20,6,180,195
100,1295,2,2,10,10,16,5.8,170,150
100,1295,2,2,10,10,19,6,180,175
114,87,0,0,2,2,30,5.9,172.5,180
114,1016,1,1,52,50,15,5.8,170,150
114,1016,1,1,52,50,15,5.8,170,160
93,1274,0,0,2,2,15,5.1,152.5,140
93,1292,1,1,6,6,33,5.7,167.5,150
93,770,1,1,8,8,36,6,180,160
93,1125,1,1,5,5,18,5.11,177.5,200
93,1273,1,1,12,12,22,5.4,160,150
93,1273,1,1,12,12,21,5.9,172.5,200
100,665,1,1,13,13,34,6,180,220
100,659,1,1,19,19,37,6,180,180
114,990,1,1,7,7,26,5.4,160,160
114,1360,1,1,1,1,20,5.7,167.5,120
100,1115,1,1,5,5,18,5.5,162.5,120
93,1075,7,7,20,20,38,5.8,170,160
114,96,1,1,14,14,18,6,180,165
114,96,1,1,14,14,20,6,180,160
93,870,0,0,2,2,51,5.6,165,135
100,1235,1,1,20,20,26,5.1,152.5,170
93,1430,1,1,8,8,26,5.9,172.5,175
93,812,1,1,8,8,28,5.7,167.5,180
114,976,1,1,6,6,33,5.2,155,145
107,1320,5,5,3,3,16,5.8,170,140
94,132,2,2,15,15,23,6.6,195,180
101,1410,1,1,10,10,34,5.6,165,150
108,1382,0,0,6,6,27,5.9,172.5,250
94,155,1,1,5,5,46,5.8,170,160
108,1336,1,1,2,2,33,5.1,152.5,190
101,340,20,11,5,5,31,6.1,182.5,150
101,859,1,1,3,3,14,5.7,167.5,166
101,856,1,1,32,32,14,5.3,157.5,149
108,86,0,0,10,10,17,5.11,177.5,125
108,92,0,0,10,10,20,6,180,135
101,1096,3,3,12,12,11,4.8,140,90
108,1051,1,1,30,30,15,5.8,170,120
101,1035,2,2,10,10,25,5.6,165,160
115,1145,1,1,10,10,16,5.6,165,150
115,1145,1,1,10,10,16,5.8,170,175
94,1279,1,1,2,2,37,6.2,185,180
108,1000,1,1,4,4,35,5.1,152.5,185
108,975,1,1,1,1,25,5.7,167.5,150
101,740,1,1,10,10,40,6.1,182.5,180
101,1224,1,1,3,3,19,5.6,165,160
108,40,1,1,2,2,41,6.2,185,185
108,1028,1,1,3,3,27,5.8,170,175
101,900,2,2,5,5,19,5.1,152.5,180
94,925,1,1,5,5,22,5.8,170,150
94,627,8,8,2,2,35,5.7,167.5,170
101,1095,3,3,2,2,39,5.1,152.5,220
108,1365,1,1,2,2,22,6,180,160
108,1099,0,0,1,1,17,5.5,162.5,155
108,916,1,1,1,1,17,5.5,162.5,140
108,1099,1,1,1,1,17,5.8,170,165
101,671,1,1,30,30,21,5.6,165,160
108,1015,3,3,10,10,26,5.1,152.5,170
101,888,1,1,7,7,18,6.4,190,175
108,1266,1,1,4,4,19,5.11,177.5,170
94,98,0,0,0,0,39,5.7,167.5,200
101,75,1,1,4,4,31,5.11,177.5,180
108,62,0,0,12,12,26,6,180,190
108,835,0,0,20,20,35,6,180,170
108,1245,1,1,7,7,48,6,180,170
101,1210,2,2,20,20,18,5.6,165,150
108,1160,1,1,2,2,28,6.1,182.5,160
94,1068,1,1,6,6,29,5.7,167.5,220
94,1061,1,1,5,5,26,5.11,177.5,160
94,1068,1,1,6,6,26,5.8,170,170
94,134,1,1,3,3,22,5.8,170,160
94,961,0,0,8,8,16,5.8,170,130
94,961,0,0,8,8,16,5.1,152.5,130
94,1051,2,2,5,5,17,5.1,152.5,150
94,134,1,1,3,3,23,5.6,165,150
94,134,1,1,3,3,23,6.1,182.5,190
115,861,3,3,10,10,24,6.1,182.5,185
115,861,1,1,2,2,38,6,180,200
115,861,1,1,2,2,27,5.4,160,160
94,1383,1,1,10,10,27,5.1,152.5,185
108,1390,1,1,5,5,20,6.1,182.5,160
101,1005,1,1,5,5,25,5.6,165,150
101,736,5,5,10,10,53,5.6,165,180
108,746,2,2,5,5,15,5.9,172.5,150
108,746,2,2,5,5,16,5.7,167.5,160
94,236,1,1,7,7,33,5.9,172.5,200
94,884,1,1,2,2,16,5.1,152.5,160
108,653,5,5,30,30,28,6.2,185,180
115,1160,1,1,10,10,18,5.8,170,140
115,1160,1,1,10,10,20,5.9,172.5,150
115,1160,1,1,10,10,19,5.1,152.5,150
115,1160,1,1,10,10,20,5.9,172.5,170
115,1160,1,1,10,10,14,5.6,165,140
115,1160,1,1,10,10,33,5.9,172.5,170
108,1065,1,1,7,7,37,6,180,200
108,1065,1,1,7,7,41,5.6,165,165
94,665,1,1,5,5,30,6,180,170
101,33,0,0,25,25,24,6.2,185,175
101,33,0,0,25,25,24,5.6,165,165
115,725,1,1,10,10,23,5.5,162.5,120
94,1035,1,1,25,25,25,5.4,160,150
108,1033,10,10,10,10,18,6,180,180
108,1033,10,10,10,10,21,5.8,170,175
115,1134,0,0,20,20,18,5.6,165,140
115,1144,1,1,3,3,21,6.3,187.5,160
115,1351,1,1,30,30,14,5.5,162.5,130
94,8,0,0,5,5,27,5.9,172.5,140
108,270,1,1,17,17,21,5.4,160,130
94,0,1,1,25,25,23,6.2,185,180
94,830,2,2,5,5,18,5.9,172.5,170
115,1130,2,2,15,15,22,6.2,185,160
94,1140,0,0,5,5,27,5.4,160,130
95,248,2,2,5,5,16,5.6,165,140
95,248,5,5,2,2,14,5.5,162.5,115
95,248,5,5,2,2,17,6.7,197.5,140
95,248,5,5,2,2,13,5.7,167.5,150
109,590,1,1,1,1,41,5.11,177.5,190
95,1370,1,1,5,5,13,5.4,160,110
109,619,1,1,5,5,18,5.6,165,120
116,898,2,2,4,4,21,5.2,155,130
116,1054,1,1,1,1,51,6,180,180
102,955,3,3,17,17,16,5.1,152.5,230
102,1141,3,3,2,2,15,5.6,165,180
95,0,1,1,10,10,20,5.7,167.5,140
109,40,1,1,2,2,32,5.6,165,150
109,34,0,0,1,1,39,5.8,170,230
109,568,2,2,8,8,29,5.8,170,210
102,1357,1,1,5,5,23,6,180,185
102,1405,3,3,1,1,30,5.4,160,125
102,1422,1,1,7,7,34,5.1,152.5,190
109,1217,1,1,5,5,16,5.6,165,160
116,1203,1,1,3,3,21,6.1,182.5,225
95,1270,1,1,10,10,32,5.8,170,165
95,30,0,0,1,1,22,5.7,167.5,160
109,0,2,2,10,10,22,5.6,165,160
109,72,1,1,4,4,41,5.8,170,160
95,89,1,1,3,3,26,5.6,165,160
109,64,2,2,5,5,22,5.1,152.5,210
102,965,1,1,3,3,36,5.4,160,150
109,20,15,11,5,5,30,6.2,185,185
109,1141,1,1,20,20,40,5.1,152.5,260
116,1150,1,1,2,2,13,5.5,162.5,100
116,1310,30,11,5,5,22,5.9,172.5,180
102,1125,1,1,6,6,21,5.5,162.5,180
95,570,1,1,15,15,18,5.5,162.5,145
95,1355,1,1,3,3,20,5.9,172.5,175
116,1270,1,1,10,10,44,5.9,172.5,185
109,0,1,1,10,10,20,5.11,177.5,180
116,1334,1,1,3,3,21,5.11,177.5,150
109,799,2,2,5,5,17,5.8,170,160
102,830,1,1,3,3,17,5.7,167.5,140
109,625,1,1,5,5,37,5.11,177.5,140
95,1430,1,1,2,2,18,5.1,152.5,200
95,1392,1,1,5,5,30,5.1,152.5,200
102,1126,2,2,10,10,50,5.4,160,160
95,975,1,1,3,3,41,5.8,170,220
109,1148,0,0,13,13,14,5.5,162.5,140
109,1352,1,1,1,1,13,5.6,165,110
95,18,1,1,11,11,41,5.9,172.5,180
109,779,5,5,2,2,61,5.5,162.5,220
109,2,1,1,30,30,30,5.9,172.5,170
116,1347,0,0,37,37,56,6,180,170
102,59,1,1,1,1,28,5.9,172.5,180
102,1135,1,1,3,3,53,5.6,165,160
102,1106,2,2,40,50,21,6.2,185,220
102,1113,5,5,9,9,20,5.1,152.5,180
102,1113,5,5,9,9,21,6.2,185,160
116,1138,1,1,4,4,21,6.1,182.5,190
109,480,1,1,5,5,24,5.7,167.5,130
116,561,1,1,1,1,39,5.7,167.5,180
102,1085,1,1,15,15,29,5.1,152.5,200
102,1083,1,1,15,15,19,6,180,175
102,1085,1,1,15,15,24,5.1,152.5,140
95,131,1,1,14,14,18,5.4,160,150
95,1197,1,1,4,4,24,6,180,180
109,1310,1,1,10,10,20,5.5,162.5,160
109,1310,1,1,10,10,22,5.6,165,160
109,1331,10,10,7,7,25,5.7,167.5,150
102,970,2,2,26,26,35,6,180,160
109,1150,1,1,8,8,16,5.8,170,130
95,1355,1,1,30,30,26,5.1,152.5,180
95,90,1,1,8,8,34,5.1,152.5,150
109,116,1,1,15,15,21,5.1,152.5,270
109,116,1,1,15,15,18,5.1,152.5,175
109,116,1,1,15,15,19,5.1,152.5,165
96,164,5,5,20,20,19,5.9,172.5,200
96,88,1,1,10,10,40,6.3,187.5,150
117,1358,1,1,10,10,17,5.9,172.5,165
110,80,1,1,28,28,24,5.11,177.5,200
103,387,7,7,10,10,37,5.6,165,160
117,150,2,2,15,15,30,5.6,165,160
117,1087,0,0,12,12,16,5.8,170,150
117,1087,0,0,12,12,19,5.7,167.5,130
96,227,1,1,9,9,27,5.5,162.5,180
96,1436,1,1,4,4,15,5.9,172.5,150
96,1434,1,1,4,4,19,5.8,170,170
96,1405,1,1,1,1,17,5.6,165,160
103,1394,1,1,2,2,28,6.1,182.5,180
110,1170,3,3,2,2,24,5.11,177.5,170
110,396,1,1,5,5,33,5.9,172.5,160
117,1315,2,2,1,1,19,6,180,170
96,121,1,1,3,3,30,5.1,152.5,180
117,790,1,1,5,5,32,5.1,152.5,165
96,1245,1,1,5,5,22,5.7,167.5,140
103,1335,1,1,2,2,15,5.9,172.5,160
110,69,1,1,1,1,25,5.4,160,150
96,1336,1,1,5,5,16,5.2,155,110
103,65,2,2,11,11,28,6.9,202.5,200
103,120,1,1,5,5,41,6.2,185,210
103,53,1,1,10,10,27,5.7,167.5,180
103,53,3,3,6,6,26,6.1,182.5,190
103,1420,1,1,3,3,28,6.2,185,180
103,53,1,1,10,10,35,5.1,152.5,180
103,1402,2,2,5,5,19,5.4,160,125
103,877,20,11,12,12,19,6,180,170
103,1042,1,1,10,10,25,5.6,165,140
103,1421,1,1,3,3,28,5.8,170,170
96,183,0,0,4,4,38,5.11,177.5,180
103,735,1,1,24,24,16,5.11,177.5,140
117,602,1,1,5,5,34,5.11,177.5,155
117,920,1,1,44,50,15,5.9,172.5,130
103,40,1,1,8,8,38,5.3,157.5,140
110,30,1,1,6,6,24,5.1,152.5,180
110,30,1,1,6,6,26,6.1,182.5,180
110,30,1,1,6,6,24,5.1,152.5,195
96,1215,0,0,1,1,18,5.8,170,150
117,1100,1,1,8,8,46,6,180,200
110,1214,3,3,2,2,33,6,180,200
96,514,1,1,15,15,42,6.1,182.5,190
117,1056,1,1,14,14,17,5.5,162.5,150
117,1056,1,1,14,14,16,5.5,162.5,160
117,1056,1,1,14,14,15,5.6,165,160
117,978,10,10,20,20,18,6,180,180
117,1337,0,0,2,2,39,5.6,165,150
103,1313,1,1,14,14,40,6,180,185
103,180,1,1,10,10,14,5.7,167.5,140
117,260,1,1,20,20,44,5.5,162.5,170
117,561,0,0,2,2,27,5.5,162.5,120
96,5,1,1,5,5,28,5.9,172.5,185
96,5,1,1,5,5,25,5.6,165,210
96,5,1,1,5,5,28,5.1,152.5,160
96,1200,1,1,5,5,26,6,180,170
103,930,1,1,5,5,33,5.9,172.5,170
103,1383,0,0,18,18,16,5.1,152.5,200
110,860,1,1,14,14,15,6,180,120
110,860,1,1,14,14,15,5.6,165,11
117,1200,0,0,10,10,53,5.1,152.5,210
117,1200,1,1,1,1,20,5.1,152.5,170
117,1425,1,1,5,5,35,5.11,177.5,130
117,725,0,0,30,30,31,5.4,160,120
96,80,1,1,1,1,25,5.1,152.5,180
103,1188,1,1,3,3,25,5.11,177.5,180
110,488,1,1,15,15,18,5.1,152.5,160
117,1410,0,0,10,10,35,5.1,152.5,200
117,1156,1,1,10,10,17,5.6,165,160
96,1418,1,1,5,5,35,5.7,167.5,165
117,1305,1,1,10,10,19,5.7,167.5,160
96,324,1,1,10,10,25,6.1,182.5,200
110,1100,1,1,7,7,44,5.8,170,165
110,174,1,1,10,10,21,5.11,177.5,200
110,752,1,1,28,28,26,5.8,170,140
103,1220,1,1,15,15,41,6.1,182.5,225
103,120,1,1,25,25,22,5.8,170,140
103,120,1,1,25,25,24,5.7,167.5,160
103,120,1,1,25,25,23,5.8,170,145
103,119,15,11,8,8,28,5.2,155,140
96,60,1,1,15,15,40,5.7,167.5,160
103,473,1,1,5,5,51,5.1,152.5,185
117,1059,2,2,4,4,45,5.8,170,180
111,1088,1,1,1,1,22,5.7,167.5,160
104,640,2,2,5,5,14,5.8,170,120
118,1252,0,0,3,3,66,5.6,165,165
97,435,1,1,30,30,29,6.2,185,225
97,1046,2,2,2,2,34,6,180,250
97,110,1,1,6,6,38,5.1,152.5,175
104,236,1,1,5,5,28,5.1,152.5,300
104,236,1,1,5,5,30,5.8,170,275
97,1120,1,1,8,8,22,5.6,165,160
104,150,2,2,3,3,16,5.8,170,120
104,150,1,1,1,1,17,5.8,170,150
104,249,0,0,5,5,32,6.2,185,210
118,60,0,0,5,5,17,5.6,165,130
118,1010,1,1,3,3,34,5.7,167.5,150
