STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME_DAYMIN,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT
204,1016,2,2,1,1,31,6.3,187.5,180
211,1081,1,1,5,5,23,5.5,162.5,140
190,1230,1,1,7,7,32,6.4,190,195
190,640,1,1,3,3,24,6,180,150
211,0,1,1,1,1,17,5.6,165,140
211,45,1,1,4,4,21,6.2,185,275
190,900,1,1,10,10,29,5.11,177.5,175
197,835,5,5,1,1,30,5.1,152.5,180
190,1039,2,2,27,27,55,5.3,157.5,140
190,1429,5,5,10,10,55,5.8,170,140
183,885,1,1,4,4,15,5.8,170,180
183,879,2,2,2,2,15,5.8,170,180
183,180,1,1,5,5,30,6.1,182.5,185
211,1287,5,5,5,5,16,5.8,170,160
197,1150,1,1,5,5,15,5.5,162.5,150
197,1150,1,1,5,5,13,5.5,162.5,130
183,1403,0,0,10,10,44,5.8,170,160
211,785,1,1,3,3,30,5.8,170,160
204,1205,1,1,12,12,16,5.8,170,165
204,1205,1,1,12,12,14,5.7,167.5,150
204,970,1,1,15,15,11,4.1,122.5,100
204,1032,2,2,11,11,26,5.9,172.5,180
190,1178,1,1,60,50,16,5.3,157.5,150
190,1178,1,1,60,50,17,5.7,167.5,150
211,990,1,1,10,10,21,5.1,152.5,150
204,1195,1,1,25,25,23,5.5,162.5,120
211,973,2,2,31,31,59,5.11,177.5,200
204,154,3,3,30,30,19,5.11,177.5,175
184,1272,2,2,10,10,39,6.1,182.5,150
191,985,2,2,15,15,42,5.5,162.5,160
191,1179,5,5,30,30,34,6,180,149
205,182,1,1,14,14,16,5.1,152.5,140
212,114,1,1,20,20,21,5.7,167.5,130
212,805,3,3,48,50,53,5.6,165,170
198,1120,1,1,5,5,26,6.1,182.5,155
205,1040,1,1,3,3,29,6.1,182.5,190
191,64,1,1,2,2,26,5.1,152.5,170
198,475,0,0,10,10,18,5.9,172.5,150
212,1150,1,1,5,5,17,5.9,172.5,180
184,120,1,1,15,15,30,5.1,152.5,210
212,1122,1,1,5,5,28,5.8,170,170
205,582,1,1,10,10,28,6.3,187.5,180
191,515,0,0,19,19,31,6.1,182.5,210
205,291,2,2,2,2,46,5.2,155,110
212,3,1,1,5,5,28,5.11,177.5,170
212,119,1,1,6,6,33,5.7,167.5,180
205,878,10,10,15,15,24,5.9,172.5,160
198,613,1,1,19,19,58,5.11,177.5,190
191,814,1,1,1,1,48,5.9,172.5,180
191,41,0,0,5,5,33,5.11,177.5,120
184,1360,1,1,1,1,45,5.8,170,180
191,577,1,1,5,5,15,5.3,157.5,140
205,85,1,1,5,5,32,6,180,220
191,559,1,1,6,6,39,5.1,152.5,185
191,260,1,1,15,15,24,6,180,170
191,260,1,1,15,15,20,5.2,155,170
191,1137,1,1,1,1,24,6.3,187.5,180
191,1410,1,1,5,5,25,5.11,177.5,170
191,1417,1,1,20,20,18,6.1,182.5,220
205,1078,3,3,5,5,30,5.7,167.5,130
191,1187,1,1,5,5,55,5.1,152.5,120
198,15,1,1,10,10,21,6.4,190,170
184,1247,1,1,5,5,20,5.5,162.5,135
184,24,2,2,8,8,22,5.7,167.5,160
184,1420,1,1,3,3,29,5.8,170,180
212,92,1,1,3,3,25,5.4,160,140
212,1294,2,2,8,8,24,6,180,150
191,915,1,1,5,5,15,5.8,170,140
198,52,1,1,8,8,15,5.9,172.5,120
205,895,1,1,10,10,19,5.9,172.5,150
184,1034,5,5,8,8,23,5.6,165,130
184,0,1,1,1,1,22,5.1,152.5,165
191,1185,1,1,1,1,50,6,180,250
184,0,1,1,1,1,23,6,180,175
212,122,1,1,3,3,20,6.1,182.5,170
184,508,2,2,2,2,30,5.8,170,150
191,1432,1,1,1,1,58,5.11,177.5,220
212,8,1,1,5,5,20,5.8,170,155
212,1260,1,1,2,2,20,5.6,165,120
212,1416,1,1,19,19,20,6,180,180
198,1420,1,1,1,1,28,5.1,152.5,180
212,1195,1,1,9,9,21,5.6,165,170
212,1197,1,1,9,9,20,6.2,185,215
212,1195,0,0,8,8,22,5.1,152.5,210
191,519,1,1,10,10,35,5.11,177.5,180
198,1355,2,2,1,1,16,5.6,165,120
198,1363,1,1,2,2,16,5.4,160,120
212,1219,0,0,10,10,22,5.8,170,160
198,895,1,1,30,30,28,6,180,185
198,359,0,0,15,15,35,5.8,170,170
205,1306,1,1,10,10,34,6.2,185,190
205,622,1,1,20,20,19,5.7,167.5,140
205,622,1,1,20,20,20,5.9,172.5,140
205,622,1,1,20,20,24,6.3,187.5,160
212,919,1,1,90,50,21,5.1,152.5,180
205,1001,1,1,2,2,14,5.1,152.5,120
205,922,1,1,10,10,15,5.2,155,140
205,1002,1,1,15,15,16,5.5,162.5,170
205,145,1,1,10,10,31,5.6,165,170
212,1072,2,2,8,8,25,5.8,170,150
184,16,1,1,6,6,18,5.3,157.5,150
184,722,0,0,11,11,23,5.1,152.5,150
184,722,0,0,11,11,26,5.9,172.5,180
205,112,1,1,4,4,16,5.9,172.5,160
192,1055,2,2,10,10,52,5.6,165,110
185,1092,1,1,7,7,39,5.8,170,200
199,925,1,1,10,10,29,5.11,177.5,170
199,1423,3,3,2,2,14,5.4,160,125
199,1415,1,1,11,11,16,5.8,170,165
199,1160,3,3,15,15,17,5.9,172.5,150
185,1308,2,2,5,5,25,6.3,187.5,240
185,1308,2,2,5,5,25,5.9,172.5,190
206,854,2,2,1,1,35,6,180,170
199,1001,1,1,3,3,45,6.2,185,320
206,1003,1,1,3,3,13,5.1,152.5,120
206,1094,1,1,5,5,30,6,180,200
192,78,1,1,9,9,31,5.7,167.5,180
185,880,1,1,5,5,19,5.7,167.5,140
199,879,1,1,12,12,25,6.2,185,210
199,1011,1,1,25,25,30,5.4,160,270
192,30,1,1,10,10,30,5.11,177.5,160
199,1030,1,1,15,15,26,5.9,172.5,160
199,1030,1,1,15,15,25,5.9,172.5,145
199,1030,1,1,15,15,24,5.8,170,150
185,1021,1,1,2,2,50,6,180,185
206,220,0,0,3,3,28,5.6,165,130
206,710,5,5,15,15,34,5.9,172.5,210
185,1413,1,1,15,15,38,6.1,182.5,215
206,595,15,11,1,1,29,5.6,165,150
206,774,1,1,5,5,15,5.9,172.5,150
206,774,1,1,5,5,17,5,150,100
192,528,1,1,1,1,17,6,180,175
206,1287,1,1,5,5,24,6,180,160
199,1320,1,1,5,5,25,6,180,170
206,772,2,2,15,15,15,5.11,177.5,180
206,772,2,2,15,15,14,5.4,160,130
185,877,3,3,4,4,23,5.1,152.5,140
199,1101,1,1,10,10,30,5.4,160,100
199,1143,1,1,8,8,28,5.11,177.5,170
206,1021,1,1,11,11,52,5.1,152.5,190
192,1205,1,1,3,3,20,5.11,177.5,190
199,1280,1,1,10,10,20,6,180,170
206,1380,5,5,5,5,22,6.3,187.5,250
206,1380,1,1,5,5,23,5.1,152.5,150
192,1068,2,2,12,12,33,5.1,152.5,150
206,1040,1,1,10,10,16,5.9,172.5,125
199,1406,1,1,5,5,21,5.1,152.5,190
199,1361,1,1,26,26,28,5.8,170,200
199,1360,1,1,26,26,16,5.8,170,140
199,776,0,0,2,2,20,5.4,160,120
206,620,1,1,5,5,30,5.1,152.5,220
200,1439,5,5,5,5,21,6,180,165
186,106,10,10,8,8,30,5.11,177.5,125
193,700,0,0,2,2,29,6.2,185,200
207,810,2,2,10,10,15,5.5,162.5,120
186,1095,1,1,3,3,27,5.9,172.5,170
193,1285,0,0,8,8,17,5.7,167.5,150
207,1046,1,1,2,2,30,5.1,152.5,150
193,635,1,1,2,2,22,5.8,170,150
193,635,1,1,2,2,22,5.7,167.5,125
200,1215,1,1,4,4,29,5.7,167.5,160
207,1330,1,1,1,1,17,5.8,170,205
207,1330,1,1,5,5,26,6.2,185,230
200,1330,1,1,2,2,16,5.4,160,170
207,570,1,1,10,10,37,5.9,172.5,150
200,1001,1,1,5,5,15,5.9,172.5,135
200,217,5,5,7,7,16,5.6,165,130
200,1128,1,1,5,5,16,5.7,167.5,140
200,1181,1,1,35,35,56,5.8,170,160
186,158,1,1,3,3,19,5.1,152.5,185
193,120,1,1,5,5,16,5.1,152.5,160
200,197,1,1,3,3,20,5.11,177.5,150
193,86,1,1,1,1,25,5.9,172.5,160
193,833,1,1,1,1,26,6.2,185,190
200,41,1,1,5,5,22,5.7,167.5,140
200,143,1,1,18,18,21,6,180,150
193,1068,0,0,5,5,62,5.8,170,150
207,1369,1,1,10,10,20,5.8,170,150
207,1410,1,1,1,1,18,5.8,170,130
207,1369,1,1,10,10,20,5.8,170,170
193,544,1,1,11,11,26,5.1,152.5,130
200,1055,1,1,1,1,14,5.6,165,140
200,1085,1,1,1,1,16,5.9,172.5,170
186,1300,1,1,3,3,20,5.5,162.5,140
186,1300,1,1,3,3,19,5.6,165,145
186,1300,1,1,3,3,22,5.7,167.5,160
186,970,1,1,26,26,19,5.1,152.5,150
200,1269,1,1,10,10,23,5.8,170,150
186,195,1,1,10,10,17,5.11,177.5,160
200,1248,1,1,9,9,25,5.5,162.5,225
186,615,1,1,8,8,26,5.7,167.5,140
186,1400,1,1,2,2,16,6,180,200
193,1155,1,1,5,5,44,5.7,167.5,150
186,1168,1,1,5,5,20,6,180,200
207,1340,1,1,5,5,20,5.1,152.5,160
207,1340,1,1,5,5,20,5.11,177.5,140
186,8,1,1,10,10,16,5.6,165,140
200,1239,0,0,22,22,17,5.7,167.5,140
200,1060,1,1,5,5,22,5.5,162.5,220
186,164,1,1,10,10,14,5.8,170,140
186,1250,1,1,10,10,60,6,180,160
193,483,0,0,15,15,43,5.6,165,150
193,975,0,0,4,4,30,5.1,152.5,140
207,125,1,1,4,4,36,5.9,172.5,170
186,1199,15,11,40,50,30,5.1,152.5,150
186,659,1,1,1,1,20,5.11,177.5,140
186,1086,1,1,24,24,38,5.8,170,165
186,1350,1,1,10,10,42,6.3,187.5,220
193,668,1,1,30,30,48,5.11,177.5,210
186,775,1,1,15,15,24,5.1,152.5,150
207,50,1,1,15,15,28,5.9,172.5,170
207,154,1,1,36,36,23,5.1,152.5,165
207,222,5,5,10,10,20,6.1,182.5,170
187,208,2,2,2,2,22,5.7,167.5,150
208,250,1,1,10,10,35,6.2,185,240
194,1419,5,5,20,20,20,6,180,170
187,230,1,1,25,25,17,5.7,167.5,160
187,230,1,1,25,25,15,5.8,170,170
187,230,1,1,25,25,17,6,180,170
194,914,3,3,14,14,53,6,180,160
208,902,2,2,10,10,20,5.11,177.5,165
194,1215,1,1,5,5,34,5.11,177.5,170
208,1216,2,2,5,5,27,6.2,185,250
208,1268,1,1,10,10,35,6,180,140
187,51,4,4,2,2,23,5.8,170,165
194,718,1,1,40,50,25,5.5,162.5,190
194,690,2,2,2,2,60,5.6,165,170
194,1205,5,5,5,5,30,6.2,185,120
187,1179,1,1,10,10,16,5.5,162.5,110
187,1179,1,1,10,10,19,5.6,165,130
187,1179,1,1,10,10,19,6,180,120
187,1200,1,1,1,1,20,5.5,162.5,150
201,95,1,1,5,5,16,5.9,172.5,240
208,216,1,1,1,1,25,5.7,167.5,160
201,1365,1,1,5,5,19,6.4,190,215
187,1144,1,1,10,10,20,6,180,160
187,1305,1,1,5,5,19,5.9,172.5,170
194,1247,1,1,5,5,22,5.5,162.5,145
194,1247,1,1,5,5,17,5.11,177.5,160
208,1209,1,1,1,1,18,5.1,152.5,170
194,1231,1,1,4,4,54,6,180,195
187,1375,1,1,5,5,25,6.1,182.5,170
187,1375,1,1,5,5,17,5.4,160,130
194,1165,1,1,10,10,26,5.11,177.5,210
187,1285,1,1,5,5,26,5.9,172.5,180
194,104,0,0,2,2,37,6.2,185,275
194,223,1,1,15,15,18,5.9,172.5,160
208,762,1,1,7,7,48,5.5,162.5,160
194,194,1,1,1,1,20,5.5,162.5,120
201,1372,1,1,1,1,40,5.1,152.5,200
208,60,100,11,10,10,30,6,180,175
201,208,1,1,4,4,22,6,180,160
194,1030,1,1,20,20,60,5.7,167.5,130
208,910,1,1,5,5,60,5.6,165,200
201,510,5,5,2,2,41,5.9,172.5,220
194,925,1,1,5,5,17,6.1,182.5,150
208,303,5,5,10,10,52,5.7,167.5,190
201,305,1,1,15,15,20,5.8,170,150
201,305,1,1,15,15,20,5.8,170,150
201,60,1,1,5,5,51,6,180,180
208,278,1,1,6,6,30,5.6,165,180
208,861,1,1,6,6,15,6,180,180
187,805,1,1,10,10,15,5.8,170,150
208,1322,1,1,10,10,33,5.11,177.5,200
194,1110,1,1,10,10,34,5.6,165,170
187,1110,1,1,1,1,17,5.1,152.5,190
201,180,1,1,10,10,43,5.8,170,170
208,1150,0,0,7,7,17,5.9,172.5,135
208,520,1,1,4,4,39,5.5,162.5,140
208,197,1,1,18,18,22,5.1,152.5,120
208,197,1,1,18,18,22,5.8,170,160
208,934,1,1,5,5,21,5.1,152.5,150
208,2,1,1,3,3,19,5.6,165,120
201,840,3,3,15,15,31,5.6,165,285
202,1325,1,1,10,10,31,6.5,192.5,200
188,1069,2,2,5,5,42,5.7,167.5,165
202,225,3,3,10,10,18,5.8,170,165
195,84,1,1,30,30,26,5.1,152.5,165
195,84,1,1,30,30,25,5.1,152.5,165
195,84,1,1,30,30,25,5.11,177.5,160
202,1270,1,1,5,5,38,5.1,152.5,200
202,148,1,1,5,5,38,5.1,152.5,170
209,1045,2,2,5,5,27,5.7,167.5,160
209,17,1,1,8,8,24,5.11,177.5,150
209,924,1,1,3,3,55,5.11,177.5,280
202,268,1,1,4,4,32,6,180,200
209,364,1,1,5,5,19,5.9,172.5,150
209,90,1,1,5,5,30,5.7,167.5,160
195,1137,1,1,8,8,15,5.8,170,145
195,1137,1,1,8,8,14,5.1,152.5,190
209,35,1,1,5,5,29,5.1,152.5,170
188,165,0,0,15,15,24,6.6,195,225
195,1023,0,0,6,6,14,5.7,167.5,130
188,170,3,3,9,9,30,5.7,167.5,160
209,1195,1,1,1,1,19,5.8,170,160
188,1141,0,0,5,5,23,5.8,170,160
195,144,0,0,3,3,53,6,180,240
188,166,2,2,20,20,27,5.6,165,170
202,624,1,1,11,11,40,6,180,150
188,85,1,1,5,5,25,5.7,167.5,180
202,605,1,1,1,1,40,5.8,170,160
202,885,1,1,5,5,29,6,180,200
195,1285,1,1,5,5,59,5.8,170,190
202,1270,1,1,1,1,44,6.2,185,220
195,20,1,1,5,5,25,5.11,177.5,175
195,870,1,1,10,10,27,5.5,162.5,120
202,1375,0,0,20,20,46,5.8,170,200
202,1375,0,0,20,20,28,5.6,165,150
202,1375,0,0,20,20,35,5.1,152.5,210
188,1355,1,1,1,1,20,5.6,165,155
195,29,0,0,1,1,30,6,180,150
195,135,1,1,10,10,20,5.1,152.5,130
209,167,1,1,1,1,30,6,180,160
209,1320,1,1,1,1,28,6.2,185,180
188,17,1,1,8,8,25,5.8,170,150
202,885,1,1,10,10,31,5.8,170,200
195,527,1,1,12,12,34,5.8,170,200
188,1128,1,1,12,12,29,5.9,172.5,200
195,1372,3,3,2,2,37,5.11,177.5,150
209,237,1,1,3,3,16,5.11,177.5,175
195,1323,1,1,3,3,24,5.9,172.5,180
202,1044,1,1,6,6,15,5.8,170,150
202,1044,1,1,6,6,15,5.1,152.5,150
202,1044,1,1,6,6,16,5.7,167.5,155
188,802,1,1,30,30,45,5.8,170,300
195,193,1,1,35,35,20,5.1,152.5,150
202,1368,1,1,9,9,33,5.8,170,220
238,761,1,1,16,16,40,6.1,182.5,175
224,1096,1,1,3,3,35,5.8,170,150
231,810,1,1,3,3,53,6.3,187.5,200
224,660,1,1,10,10,29,6,180,160
224,1340,1,1,5,5,35,5.5,162.5,150
224,1340,1,1,5,5,24,5.7,167.5,160
224,1340,1,1,5,5,20,5.11,177.5,160
217,621,0,0,31,31,16,6,180,140
231,525,0,0,50,50,40,6,180,200
224,1050,1,1,4,4,35,5.9,172.5,170
231,1201,1,1,15,15,45,5.4,160,100
217,1025,1,1,1,1,26,5.11,177.5,200
217,885,1,1,2,2,25,6.1,182.5,220
224,1350,0,0,10,10,50,6,180,210
238,234,0,0,5,5,15,5.1,152.5,150
238,234,0,0,5,5,14,5.5,162.5,130
238,234,1,1,5,5,16,6.2,185,160
217,1000,1,1,15,15,40,6.1,182.5,190
217,665,1,1,5,5,60,6,180,250
217,190,1,1,5,5,27,6.4,190,190
238,135,1,1,3,3,27,5.1,152.5,180
217,85,1,1,1,1,23,5.6,165,145
231,40,1,1,5,5,24,5.7,167.5,155
224,36,0,0,15,15,36,5.8,170,170
238,1347,1,1,6,6,21,6,180,250
238,1347,1,1,6,6,21,5.6,165,140
217,1332,1,1,3,3,32,5.7,167.5,160
231,903,1,1,33,33,33,5.7,167.5,200
238,885,30,11,10,10,30,6,180,220
217,172,1,1,2,2,26,5.6,165,150
238,1362,1,1,2,2,19,5.9,172.5,150
231,30,1,1,3,3,21,5.8,170,225
231,30,1,1,3,3,49,5.5,162.5,150
224,585,0,0,10,10,18,5.1,152.5,165
224,963,1,1,6,6,27,5.9,172.5,185
217,1213,1,1,5,5,34,5.8,170,160
224,945,1,1,10,10,44,5.7,167.5,150
225,1258,1,1,5,5,33,5.8,170,130
225,1402,1,1,13,13,18,5.7,167.5,125
239,31,2,2,30,30,49,5.1,152.5,170
232,955,1,1,5,5,25,5.9,172.5,160
218,90,1,1,15,15,29,5.11,177.5,160
239,902,3,3,1,1,43,5.7,167.5,210
225,1239,1,1,1,1,24,6,180,150
218,1123,1,1,5,5,18,5.1,152.5,200
218,1123,1,1,5,5,15,5.5,162.5,180
218,1123,1,1,5,5,16,5.5,162.5,150
218,957,1,1,5,5,17,5.9,172.5,125
225,925,1,1,47,50,31,5.9,172.5,180
239,645,1,1,5,5,63,5.8,170,140
225,1432,2,2,3,3,22,5.8,170,175
239,1380,1,1,5,5,19,5.9,172.5,150
218,160,1,1,3,3,20,5.11,177.5,285
232,335,0,0,7,7,24,6.3,187.5,230
225,1147,2,2,1,1,18,6.1,182.5,190
218,1330,0,0,5,5,26,6,180,175
218,1245,1,1,3,3,18,5.6,165,80
218,1255,1,1,4,4,39,6,180,200
232,1120,1,1,1,1,26,6,180,220
218,852,1,1,32,32,16,5.5,162.5,130
225,1439,2,2,9,9,25,6,180,160
225,545,3,3,45,50,37,6,180,250
232,230,1,1,20,20,36,5.1,152.5,165
225,1270,1,1,2,2,32,6,180,180
218,1017,1,1,7,7,21,5.1,152.5,170
218,1345,1,1,1,1,17,5.7,167.5,150
218,1350,1,1,1,1,22,5.7,167.5,160
225,1311,0,0,4,4,50,5.9,172.5,150
239,1198,1,1,3,3,30,6,180,175
239,1293,1,1,13,13,30,6.1,182.5,210
239,5,2,2,10,10,50,5.2,155,150
218,64,1,1,2,2,57,5.1,152.5,190
218,15,1,1,2,2,21,5.8,170,180
232,1055,3,3,1,1,28,5.4,160,253
225,804,5,5,60,50,19,5.9,172.5,170
225,804,5,5,60,50,19,5.9,172.5,260
225,804,5,5,60,50,19,6.4,190,160
218,793,5,5,10,10,20,5.5,162.5,165
218,1140,3,3,10,10,20,5.5,162.5,175
225,770,1,1,13,13,48,5.9,172.5,140
225,142,1,1,8,8,40,6,180,180
218,1300,0,0,25,25,23,6.2,185,300
225,1273,29,11,67,50,36,5.6,165,160
225,1273,29,11,67,50,39,5,150,135
239,1380,6,6,2,2,17,5.7,167.5,165
218,16,1,1,10,10,19,5.6,165,150
218,16,1,1,10,10,20,5.6,165,150
218,16,1,1,10,10,20,5.6,165,150
218,16,1,1,10,10,19,5.6,165,150
232,552,1,1,5,5,40,5.5,162.5,150
232,552,1,1,5,5,39,5.7,167.5,170
225,1075,1,1,20,20,49,5.8,170,250
225,34,1,1,10,10,19,5.1,152.5,165
219,1265,1,1,2,2,36,5,150,90
226,1405,1,1,15,15,21,5.5,162.5,135
226,1405,1,1,20,20,21,5.7,167.5,140
219,1057,1,1,10,10,18,5.11,177.5,165
226,690,2,2,15,15,32,5.1,152.5,180
226,1395,1,1,1,1,16,5.11,177.5,210
219,1073,2,2,5,5,15,5.4,160,120
226,1050,5,5,4,4,17,5.1,152.5,170
240,43,1,1,1,1,20,5.11,177.5,160
240,40,1,1,10,10,27,5.4,160,145
240,43,1,1,10,10,26,5.9,172.5,190
226,75,1,1,1,1,22,5.8,170,150
226,1066,1,1,1,1,25,6,180,210
226,150,1,1,10,10,17,6,180,130
240,50,1,1,5,5,16,5.9,172.5,180
240,50,1,1,5,5,17,5.8,170,190
226,905,1,1,10,10,34,5.11,177.5,190
233,316,0,0,8,8,25,5.1,152.5,240
219,11,1,1,5,5,13,5.5,162.5,110
233,20,1,1,5,5,18,5.11,177.5,150
233,1159,1,1,2,2,35,6.1,182.5,180
226,385,5,5,5,5,42,6,180,190
233,335,1,1,15,15,31,5.9,172.5,250
233,340,2,2,10,10,21,5.5,162.5,130
226,2,1,1,5,5,20,5.7,167.5,160
233,1152,2,2,7,7,33,6.1,182.5,190
240,1310,1,1,5,5,19,5.1,152.5,200
219,1009,1,1,4,4,45,5.8,170,210
219,930,1,1,5,5,17,5.1,152.5,150
226,795,1,1,20,20,36,5.4,160,140
226,786,1,1,4,4,13,5.5,162.5,145
226,795,1,1,20,20,25,6.1,182.5,185
226,795,1,1,20,20,31,5.1,152.5,165
240,1405,5,5,10,10,50,5.5,162.5,250
240,1405,5,5,10,10,25,5.5,162.5,200
219,1102,1,1,5,5,29,5.7,167.5,160
233,555,2,2,3,3,41,5.4,160,170
226,938,0,0,5,5,35,5.5,162.5,160
226,1266,1,1,8,8,21,5.6,165,120
240,840,1,1,1,1,55,6.2,185,190
240,1431,1,1,5,5,20,5.1,152.5,160
219,750,1,1,5,5,33,5.11,177.5,175
226,1350,1,1,5,5,39,5.5,162.5,150
233,227,1,1,7,7,33,5.6,165,130
219,93,1,1,5,5,27,5.8,170,150
219,93,1,1,5,5,27,5.1,152.5,180
219,93,1,1,5,5,27,5.6,165,200
227,1195,1,1,5,5,17,5.11,177.5,160
213,1331,2,2,13,13,24,5.1,152.5,190
220,1189,2,2,10,10,13,5.8,170,120
227,1355,1,1,10,10,29,5.7,167.5,150
213,775,1,1,15,15,33,5.1,152.5,160
220,375,2,2,5,5,24,6.1,182.5,180
227,902,1,1,3,3,40,5.2,155,110
234,1405,1,1,5,5,17,5.8,170,150
234,1410,1,1,5,5,17,5.5,162.5,150
234,1410,1,1,5,5,20,5.9,172.5,165
220,141,1,1,7,7,18,5.7,167.5,125
234,10,1,1,3,3,19,5.9,172.5,160
213,190,1,1,5,5,22,5.7,167.5,140
220,55,1,1,1,1,29,6,180,140
241,994,1,1,4,4,20,5.9,172.5,155
227,60,1,1,20,20,16,5.11,177.5,140
227,60,1,1,20,20,19,5.1,152.5,160
227,60,1,1,20,20,17,5.5,162.5,150
227,60,1,1,20,20,18,5.3,157.5,130
220,1300,0,0,5,5,15,6,180,150
220,1300,0,0,5,5,15,5.11,177.5,180
220,1300,0,0,5,5,17,5.11,177.5,180
234,798,1,1,15,15,19,6,180,200
234,798,1,1,15,15,18,5.1,152.5,160
241,1181,0,0,6,6,32,6.1,182.5,150
227,1377,0,0,5,5,43,5.1,152.5,190
220,700,0,0,10,10,27,5.5,162.5,130
213,120,10,10,30,30,19,6,180,190
227,1255,1,1,5,5,24,6.2,185,180
213,1062,1,1,1,1,16,5.1,152.5,160
241,1100,2,2,3,3,19,6.5,192.5,175
234,295,2,2,15,15,38,5.9,172.5,170
220,125,1,1,30,30,31,5.6,165,120
220,125,1,1,30,30,27,5.4,160,150
220,125,1,1,30,30,18,6,180,240
220,1238,1,1,3,3,36,5.4,160,180
213,911,1,1,20,20,17,5.5,162.5,150
213,911,1,1,20,20,20,5.11,177.5,160
213,911,1,1,20,20,15,5.5,162.5,145
234,1130,1,1,1,1,28,5.11,177.5,165
241,1065,1,1,3,3,18,5.8,170,140
241,1250,1,1,2,2,27,6,180,190
220,86,1,1,5,5,32,5.1,152.5,180
241,215,2,2,10,10,25,6.1,182.5,230
234,638,1,1,2,2,20,5.5,162.5,100
220,1323,5,5,13,13,18,5.6,165,150
227,1315,0,0,25,25,24,5.5,162.5,120
213,948,1,1,5,5,14,5.5,162.5,100
227,1010,1,1,5,5,40,6.2,185,270
213,660,1,1,10,10,53,5.1,152.5,200
220,265,1,1,10,10,18,5.7,167.5,170
241,140,1,1,20,20,17,5.7,167.5,130
241,140,1,1,20,20,18,5.5,162.5,115
241,233,1,1,1,1,28,6.1,182.5,200
241,140,1,1,20,20,18,5.1,152.5,160
220,1439,1,1,10,10,39,5.1,152.5,180
213,988,2,2,14,14,24,6,180,210
214,1260,3,3,7,7,43,5.6,165,160
228,1230,1,1,6,6,27,6,180,160
221,71,1,1,4,4,29,5.8,170,140
221,456,1,1,9,9,36,5.11,177.5,150
228,279,1,1,10,10,33,6.3,187.5,180
214,541,1,1,14,14,64,5.6,165,160
221,476,1,1,4,4,28,5.8,170,220
214,968,3,3,8,8,25,5.1,152.5,170
214,1150,3,3,6,6,16,5.9,172.5,130
214,1219,5,5,6,6,18,5.11,177.5,170
242,1127,1,1,3,3,51,5.1,152.5,160
221,1410,1,1,1,1,38,6,180,320
228,1131,0,0,4,4,52,5.7,167.5,175
228,21,3,3,5,5,19,5.11,177.5,160
228,21,3,3,5,5,22,5.9,172.5,150
221,25,1,1,3,3,18,6.3,187.5,160
228,235,1,1,6,6,22,5.4,160,130
221,68,1,1,9,9,19,5.8,170,130
228,1005,1,1,2,2,40,5.9,172.5,175
228,1388,10,10,10,10,52,6.3,187.5,250
221,1115,2,2,2,2,19,6.1,182.5,220
242,1104,3,3,7,7,21,5.11,177.5,165
242,1230,1,1,20,20,37,5.6,165,250
221,740,5,5,5,5,18,5.7,167.5,220
228,1380,1,1,10,10,32,5.7,167.5,150
214,201,1,1,4,4,19,5.11,177.5,240
235,1410,1,1,5,5,21,6.1,182.5,160
228,140,2,2,7,7,16,5.6,165,130
242,892,1,1,3,3,19,5.8,170,165
235,1215,1,1,2,2,20,5.7,167.5,120
242,1430,1,1,10,10,26,5.7,167.5,160
235,1395,1,1,5,5,17,5.9,172.5,150
235,1395,1,1,5,5,17,5.1,152.5,150
235,1395,1,1,5,5,16,5.8,170,130
235,1395,1,1,5,5,16,5.1,152.5,160
221,990,1,1,5,5,34,5.7,167.5,180
221,990,1,1,5,5,40,5.9,172.5,220
228,1235,2,2,10,10,40,5.11,177.5,190
228,1235,2,2,10,10,40,5.7,167.5,180
228,1245,1,1,5,5,22,5.9,172.5,165
242,1348,1,1,1,1,35,6.2,185,170
242,190,1,1,3,3,27,6,180,160
242,190,1,1,4,4,24,5.1,152.5,170
242,55,1,1,20,20,16,5.8,170,150
242,55,1,1,20,20,22,5.7,167.5,140
242,55,1,1,20,20,16,5.1,152.5,130
242,170,1,1,11,11,23,5.11,177.5,130
242,170,1,1,11,11,23,5.11,177.5,130
221,1118,1,1,20,20,15,5.1,152.5,160
221,1118,1,1,20,20,15,5.1,152.5,160
228,1317,1,1,1,1,60,5.1,152.5,200
228,1390,1,1,2,2,26,5.11,177.5,300
235,1360,1,1,1,1,18,5.7,167.5,160
235,1374,1,1,1,1,23,6.1,182.5,170
214,1171,1,1,15,15,30,5.9,172.5,210
221,876,0,0,15,15,38,5.11,177.5,180
228,0,1,1,10,10,23,5.9,172.5,195
228,756,1,1,25,25,50,5.8,170,140
221,1230,5,5,5,5,42,5.1,152.5,180
242,143,2,2,7,7,42,5.11,177.5,180
221,1126,1,1,15,15,25,5.3,157.5,150
228,170,1,1,1,1,30,6.3,187.5,190
228,1081,1,1,9,9,71,5.6,165,170
228,1385,1,1,8,8,61,5.11,177.5,170
214,590,2,2,5,5,25,5.11,177.5,200
235,1391,1,1,16,16,30,6,180,190
