min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,owned,weight
2,4,120,120,120,2017,7.40051,5.71957,160,14,529,2
2,4,15,15,15,2014,6.35555,5.71948,375,8,906,1.25
2,4,30,30,30,2017,7.18959,5.71699,165,8,259,1.6
2,5,45,45,45,2017,7.07005,5.71607,187,14,516,2.5
2,4,90,90,90,2015,7.16797,5.71536,187,14,621,2.6875
2,2,45,10,45,2016,8.71047,5.71365,86,8,436,3
2,2,480,240,480,2015,8.25221,5.71335,113,12,582,4.125
2,6,20,20,20,2017,6.80735,5.71271,211,6,263,1
2,4,20,20,20,2016,7.23707,5.71267,147,12,205,2
3,6,30,20,30,2016,6.92266,5.71225,207,10,374,1.6
2,6,45,20,45,2014,6.86759,5.71114,199,11,404,2.2222
2,2,300,0,300,2015,8.19792,5.71109,96,12,460,3.4615
2,2,30,20,30,2016,6.83944,5.70994,197,12,502,2.1667
2,5,60,60,60,2015,6.80209,5.70981,196,10,405,2.6667
2,4,30,20,30,2015,6.40611,5.70938,328,7,708,1.4
3,5,30,30,30,2014,6.59494,5.70873,243,10,532,1.9286
3,5,45,30,45,2015,6.31163,5.70859,374,10,1036,1.9091
2,2,60,60,60,2014,8.39565,5.70841,92,12,374,3.5
3,5,60,45,60,2017,7.2865,5.70743,183,14,417,2
2,2,20,20,20,2015,6.84635,5.70636,241,8,861,2.1818
2,4,120,90,120,2017,7.46167,5.70625,120,12,594,3.25
2,5,20,20,20,2014,6.37678,5.70578,333,10,650,1.25
2,4,60,60,60,2014,6.63967,5.70554,252,13,647,2.1053
2,4,100,100,100,2014,6.88538,5.70491,182,10,453,2.4444
2,5,19,13,19,2016,6.52887,5.70434,265,8,268,1.3333
3,5,60,60,60,2014,6.46968,5.70432,277,8,568,1.9545
3,5,90,45,90,2016,6.76325,5.70412,198,12,299,2.5
2,2,30,20,30,2017,7.40485,5.70397,130,10,331,2.5
2,2,180,40,180,2015,6.45168,5.70389,381,12,647,2.3182
2,4,60,45,60,2017,7.43739,5.70319,161,12,329,2
3,8,30,15,30,2015,6.75767,5.70317,215,8,554,1.3333
2,2,30,5,30,2015,6.5763,5.70307,327,0,796,1.7
2,5,60,30,60,2015,6.89088,5.70303,181,14,321,2.6875
2,4,90,60,90,2016,7.50417,5.70264,132,12,298,3.35
2,4,120,30,120,2017,8.0308,5.70216,112,0,316,3.3333
2,6,15,15,15,2017,6.68554,5.7018,211,8,248,1
2,4,45,45,45,2017,6.84563,5.70177,197,10,279,2.1667
2,6,20,15,20,2015,6.08152,5.70141,618,6,1214,1.0455
2,6,250,250,250,2017,8.05934,5.70067,91,12,386,4.2
2,5,45,30,45,2014,6.12083,5.70058,491,13,1155,1.5
2,6,60,60,60,2015,6.93406,5.70042,175,8,451,2.4167
2,5,25,25,25,2015,6.2071,5.69996,466,8,1155,1.3889
2,2,60,0,60,2016,8.11921,5.69996,100,12,387,3.5
3,7,20,20,20,2015,6.36267,5.69982,318,7,516,1.2632
2,5,15,15,15,2015,5.88154,5.69957,9025,7,17762,1.0705
3,6,15,15,15,2014,6.51255,5.69943,259,8,373,2
2,4,45,45,45,2015,6.26082,5.69913,389,14,921,1.9167
2,5,90,60,90,2017,7.51542,5.69772,153,10,313,2.1818
2,5,60,45,60,2017,6.94421,5.69711,178,12,412,2.3
2,4,35,25,35,2016,6.40038,5.69595,301,14,664,2
2,5,90,60,90,2015,6.39358,5.69585,327,12,665,2.6
2,5,40,20,40,2016,6.43026,5.69553,309,8,489,1.6667
2,2,30,10,30,2016,8.06348,5.69549,89,0,300,2.4
2,4,240,90,240,2015,6.9919,5.69502,200,16,475,3.619
2,4,60,30,60,2014,6.76973,5.69469,224,10,472,2.3571
2,6,60,45,60,2016,6.60143,5.69443,245,10,418,1.5
2,4,0,0,0,2017,6.8539,5.69429,177,8,695,2.1429
3,4,60,60,60,2015,6.88409,5.69383,184,12,659,2.4167
2,2,30,10,30,2016,8.25602,5.69379,83,0,291,2.4
2,8,15,15,15,2015,6.20764,5.6933,398,8,822,1.1429
2,5,30,30,30,2017,6.89324,5.69312,195,14,432,2
2,2,30,30,30,2015,6.64121,5.69261,215,10,356,1.375
2,5,60,30,60,2016,6.8828,5.69215,218,12,542,2.1429
2,6,30,30,30,2014,6.10382,5.6918,544,7,1041,1.2667
2,6,30,15,30,2016,6.87077,5.6913,208,10,412,1.25
2,5,10,10,10,2014,6.34781,5.69055,360,8,878,1.1
2,4,60,30,60,2016,6.19799,5.69019,414,8,1211,2.4286
2,2,30,15,30,2015,6.72747,5.69015,190,12,534,2.3333
2,2,30,30,0,2014,7.24816,5.69007,163,13,325,3.1
2,2,20,20,20,2014,6.46151,5.69006,265,10,729,2
2,2,30,10,30,2017,6.76554,5.69001,193,12,338,1.5
2,4,30,30,30,2017,7.09967,5.68999,151,8,509,1.75
2,4,45,15,45,2017,6.82261,5.68984,188,8,485,1.4
3,6,20,20,20,2014,6.31328,5.68968,320,10,580,1.4286
2,5,45,30,45,2015,6.28735,5.68962,332,13,819,1.6087
2,2,30,30,30,2014,6.98047,5.6888,169,13,601,2.0909
2,2,30,10,30,2016,7.98765,5.68877,85,0,276,2
2,4,90,50,90,2017,6.91262,5.68852,164,12,209,3.125
2,4,30,15,30,2016,7.65552,5.68811,172,8,268,1.1667
2,4,60,30,60,2017,6.57069,5.68716,247,12,721,1.5
2,4,20,20,20,2015,6.83398,5.68582,206,8,336,1.5833
2,6,20,20,20,2014,6.21787,5.68568,361,8,415,1.2083
2,2,25,25,25,2017,7.12463,5.68526,134,10,355,2.25
2,4,25,10,25,2014,6.04391,5.68499,583,14,1397,1.5
2,5,10,5,10,2014,5.86469,5.68485,1094,6,2437,1.0685
2,7,60,30,60,2017,6.97253,5.68482,162,9,340,1.75
2,4,90,60,90,2014,6.38563,5.68408,277,10,778,2.2105
2,7,45,45,45,2014,7.97898,5.68403,88,18,260,2.6667
2,4,30,20,30,2017,6.55658,5.68373,220,8,359,1.6667
2,2,20,20,20,2016,6.82703,5.68314,172,8,329,1.8333
2,4,30,20,30,2015,6.40193,5.6829,281,12,488,2.3333
3,6,20,10,20,2016,6.22623,5.68188,395,14,1150,1.7
2,6,90,90,90,2014,6.65753,5.68134,235,12,830,2.2857
2,2,30,30,30,2014,6.21467,5.68127,686,10,1904,1.7297
2,6,30,30,30,2015,7.09527,5.68092,148,8,255,2
2,6,150,60,150,2015,6.79029,5.68059,175,12,475,3.1429
2,5,75,45,75,2017,6.88254,5.68057,181,8,544,3.0833
2,5,60,60,60,2016,6.92768,5.67965,164,12,216,2.8889
2,5,90,60,90,2014,6.84838,5.67958,161,12,319,2.9231
2,4,30,30,30,2015,6.77074,5.67946,176,8,257,1
2,4,90,45,90,2018,9.26384,5.67908,237,14,115,3.3333
2,4,30,30,30,2015,6.54767,5.67906,223,12,554,1.7143
2,2,40,20,40,2017,7.28096,5.679,125,12,324,2.6667
2,4,30,10,30,2015,6.88272,5.67894,173,0,411,1.5556
3,5,30,30,30,2014,6.71753,5.6788,190,14,286,1.9231
2,4,30,15,30,2017,7.08149,5.67857,141,6,437,1.5
2,4,25,25,25,2015,6.68984,5.67848,183,10,357,1.5556
2,4,60,60,60,2015,6.89917,5.67797,180,14,480,2.6522
2,3,20,20,20,2015,6.36989,5.67791,283,8,1216,1.4375
2,4,60,45,60,2016,7.67408,5.67736,117,8,444,3
2,2,10,10,10,2014,6.83592,5.67698,169,6,398,1
3,6,30,30,30,2014,7.34612,5.67689,116,8,355,1.5
2,5,20,20,20,2016,6.4146,5.67669,263,14,552,1
3,5,30,20,30,2015,6.55,5.67625,207,8,508,1.3636
2,5,60,30,60,2017,6.82453,5.67566,170,10,292,2.1667
2,6,45,45,45,2014,6.51753,5.67564,235,10,570,2.6
3,5,40,20,40,2016,6.67785,5.67548,177,10,247,2.25
2,6,10,10,10,2016,7.25133,5.67522,120,14,502,1
2,4,60,15,60,2017,7.76039,5.67504,153,12,413,2
2,5,30,10,30,2014,6.85324,5.67461,185,10,381,1
3,6,30,30,30,2016,6.50582,5.67409,268,10,293,1.5
3,5,20,20,20,2014,6.54785,5.67308,205,8,332,1.25
2,4,45,20,45,2015,6.7176,5.67288,217,11,706,3
2,4,60,60,60,2015,7.01072,5.67274,138,10,206,2.4286
2,4,60,60,60,2014,6.99255,5.67268,145,12,278,2.5833
2,4,120,90,120,2017,7.16442,5.67184,163,10,541,2.625
2,2,240,180,240,2014,7.34435,5.6718,115,0,501,2.5714
2,6,30,5,30,2015,6.47693,5.67176,323,8,880,1.375
2,5,30,30,30,2014,6.71667,5.6716,174,12,299,2.6429
3,8,25,25,25,2016,6.71552,5.67122,183,10,341,1.8
2,5,90,45,90,2014,6.8862,5.67116,163,15,315,2.2222
2,8,15,15,15,2016,6.79601,5.67113,163,8,247,1.3333
2,5,15,15,15,2015,6.48349,5.67107,246,6,687,1.4167
2,4,20,20,20,2014,6.24947,5.67091,301,10,964,1.2381
2,6,30,30,30,2016,6.73841,5.67057,164,8,169,2
2,4,90,60,90,2017,6.48187,5.67047,219,12,491,2.5
2,4,30,30,30,2015,6.55788,5.67047,198,8,318,2.25
2,6,20,20,20,2014,6.06505,5.67025,495,12,1462,1.5938
3,6,30,15,30,2016,6.19019,5.66999,365,8,1053,1.3077
2,5,60,60,60,2016,6.5332,5.66969,253,8,709,1.6667
2,4,60,60,0,2016,8.15069,5.66966,73,12,141,4
3,4,25,25,25,2014,7.04774,5.66964,124,10,168,1.7143
2,5,90,60,90,2015,7.22833,5.66844,180,11,416,2.4737
2,4,30,30,30,2014,6.00594,5.66798,547,14,1161,2
2,4,45,45,45,2017,6.94744,5.66677,133,10,222,2.2
2,8,240,60,240,2015,7.18846,5.66666,117,10,167,2.7692
2,4,75,75,75,2015,7.18507,5.66616,153,10,527,2.25
2,4,45,45,45,2014,6.17784,5.66609,353,10,432,1.9062
3,6,0,0,0,2015,6.8411,5.66591,173,0,739,1.8889
2,5,60,60,60,2017,6.64457,5.6657,182,0,427,2.1667
2,5,30,20,30,2016,6.13674,5.66524,389,10,875,1
3,5,240,120,240,2014,7.04357,5.6648,129,14,456,3.3
2,6,45,15,45,2016,6.09359,5.66477,454,8,756,1.7273
2,6,30,30,30,2017,6.78117,5.66414,154,14,369,2
2,4,70,40,70,2016,7.29336,5.66356,110,12,423,2
2,5,90,90,90,2014,7.43119,5.66345,109,12,198,2.25
3,8,30,30,30,2015,6.33664,5.66282,262,13,649,1.85
2,4,30,0,30,2016,6.2369,5.66261,303,8,622,1.4
2,4,40,40,0,2016,6.56717,5.66257,191,10,220,1.2857
2,5,30,30,30,2014,6.72886,5.66255,193,13,490,1.7895
2,6,60,60,60,2015,6.53912,5.66231,216,12,666,1.4286
2,6,15,15,15,2014,6.40178,5.66205,241,6,409,1
3,6,90,45,90,2017,7.07,5.66203,133,10,348,2
2,2,30,15,30,2015,7.26412,5.66195,131,8,412,1.6667
2,4,45,30,45,2017,7.03094,5.66145,138,12,514,2
2,4,10,10,10,2016,6.42085,5.66104,223,10,1076,1
2,2,480,120,480,2016,7.4848,5.66076,94,12,740,3.3077
2,4,60,30,60,2016,6.82465,5.66059,144,14,298,2
2,4,60,30,60,2017,7.22361,5.66045,108,10,179,3.25
2,2,180,180,180,2015,8.20974,5.6599,77,12,299,3.4
2,5,45,45,45,2014,6.41228,5.65957,230,8,512,1.5385
3,6,30,30,30,2016,6.29092,5.65957,348,10,824,1.1818
2,4,80,40,80,2017,7.2796,5.65925,99,12,311,2.125
2,6,15,15,0,2017,6.3569,5.65922,239,8,421,1
2,4,60,60,60,2014,7.56121,5.65899,116,14,191,2
2,5,30,10,30,2016,6.84553,5.65861,228,6,419,1.2667
3,5,30,20,30,2016,6.672,5.65838,207,10,296,1.4286
2,4,180,180,180,2015,7.83871,5.65785,93,14,162,3
2,6,30,20,30,2017,6.58984,5.65748,187,8,354,1.6667
2,5,45,30,45,2015,6.80285,5.65742,158,14,440,1.75
2,4,30,30,30,2014,6.16043,5.65657,357,8,617,1.4545
2,2,45,20,45,2017,7.35075,5.65637,107,10,495,2.75
2,2,60,45,60,2016,7.23107,5.65636,103,10,341,2.7778
2,4,20,20,20,2014,6.00685,5.65614,504,10,1415,1.6552
2,5,90,70,90,2017,7.06862,5.65571,134,14,254,3.125
2,2,30,5,30,2016,6.81058,5.65559,154,0,443,1.5
2,4,60,60,60,2014,6.76994,5.65537,163,10,212,2.7857
2,4,30,30,30,2015,6.40526,5.65529,228,8,700,1.5
2,4,25,25,25,2014,6.76401,5.65491,289,14,806,1.8947
2,4,30,30,0,2015,6.98149,5.6547,122,10,295,2
2,4,20,10,20,2016,6.78743,5.65442,152,8,289,2
2,4,90,45,90,2018,7.79987,5.65431,79,10,455,2
2,8,10,10,10,2014,7.32949,5.65403,98,10,304,1.375
2,2,90,60,90,2017,8.71775,5.65399,55,0,207,2.2857
3,4,30,30,30,2014,6.59666,5.65396,167,10,308,2.1818
2,4,60,45,60,2017,7.418,5.65374,95,14,97,2.8333
2,2,30,15,30,2017,7.07727,5.65341,128,14,584,2.25
2,2,0,0,0,2014,8.06076,5.65335,79,0,200,2.4286
2,2,30,15,30,2017,7.15213,5.65327,122,10,390,2
2,2,5,5,5,2014,7.50075,5.65288,201,10,419,1.0667
2,5,45,45,45,2016,6.79793,5.65277,149,12,344,2.5
2,6,15,15,15,2014,6.23522,5.65238,314,8,533,1
2,2,15,15,15,2014,6.96565,5.65193,123,0,670,1.75
3,8,30,30,30,2015,6.84828,5.65173,151,16,402,1.5
2,3,15,15,15,2014,6.25076,5.65168,331,8,931,1
2,2,90,60,90,2017,8.87386,5.6516,88,14,180,2.4
2,5,90,90,90,2015,7.48644,5.65123,118,14,138,2.5
2,5,180,90,180,2018,7.5727,5.65085,80,13,328,3
2,4,30,15,30,2016,6.4898,5.65083,196,8,815,1
2,4,40,20,40,2015,6.45203,5.65082,217,14,312,1.7222
2,5,60,60,60,2016,6.65035,5.65078,156,21,500,2.625
2,4,120,120,120,2017,8.338,5.65046,100,0,173,3.75
2,5,30,15,30,2015,6.34884,5.65045,248,6,602,1.625
2,2,10,5,10,2016,6.65798,5.65,163,8,1067,2.2
2,5,120,60,120,2017,8.00947,5.64995,95,0,388,2
2,4,90,70,90,2016,6.60783,5.64969,184,10,295,2.8333
2,6,15,15,15,2014,6.58,5.64882,169,5,448,1.0833
2,4,20,20,20,2014,6.0557,5.6483,449,8,946,1.2647
2,2,240,240,240,2016,7.69221,5.64792,77,12,408,3.3333
2,5,90,30,90,2015,6.79739,5.64789,134,10,196,2.125
2,2,60,60,60,2016,7.11194,5.64781,134,0,573,2.6
2,4,45,30,45,2015,6.44243,5.64746,189,0,612,2.2667
2,5,90,60,90,2016,6.3911,5.64733,219,10,361,2.6667
2,2,30,20,30,2014,6.41833,5.64726,202,15,425,1.4545
2,5,90,60,90,2015,6.66108,5.64696,176,14,317,3.0667
2,2,20,15,20,2014,5.98582,5.64696,561,9,1430,1.6
2,5,15,15,15,2014,6.25209,5.64657,287,8,556,1.45
2,4,180,80,180,2016,7.50326,5.64624,92,16,149,3.8333
2,4,10,10,10,2015,7.00336,5.64598,119,7,173,1
2,4,45,15,45,2015,7.06465,5.64572,120,13,299,2
2,5,20,10,20,2016,6.97268,5.6452,127,8,361,1.6
2,4,40,40,40,2016,7.07575,5.64491,107,12,262,2.3333
2,5,30,30,30,2014,6.40049,5.6449,203,8,262,1.4375
3,8,30,30,30,2017,7.11048,5.64477,105,12,180,1
2,4,120,120,120,2015,6.86338,5.64422,142,12,436,2.8571
2,4,20,15,20,2016,7.01303,5.6439,132,10,233,1.5
2,4,60,45,60,2015,6.59525,5.6439,167,12,329,2.9375
2,5,20,20,20,2016,6.57482,5.64374,172,8,547,1.75
2,6,30,30,30,2014,6.39923,5.64356,239,13,536,1.9444
3,6,30,30,30,2016,6.5868,5.64344,178,8,263,1.2
2,4,75,75,75,2016,6.43137,5.64313,183,10,327,2.25
2,4,90,90,90,2015,6.66009,5.64307,212,13,765,2.625
2,2,20,10,20,2017,7.20838,5.64264,130,6,430,1.3333
2,2,30,30,30,2014,6.91535,5.64214,156,12,454,2.3
2,4,60,60,60,2014,6.41571,5.64199,217,13,504,2.5
4,8,30,1,30,2016,7.04626,5.64148,107,10,186,1
2,4,35,35,35,2014,6.53046,5.64139,197,13,223,2.6
2,2,120,90,120,2016,7.79189,5.64131,74,12,535,3.5
2,4,15,15,15,2016,6.87008,5.64111,127,6,180,1.2857
2,3,180,180,180,2015,6.97001,5.64081,132,12,383,3.25
2,5,90,60,90,2015,6.36893,5.64052,231,13,637,1.875
2,5,30,30,30,2015,6.19753,5.64014,267,8,479,1.2727
2,6,25,15,25,2015,6.55317,5.63979,202,8,329,1.25
2,5,10,10,10,2014,6.49101,5.63939,170,14,304,1
2,8,30,30,0,2015,6.48574,5.63917,176,10,716,1.3333
2,6,30,30,30,2015,6.23527,5.63912,292,8,1018,1.6
2,7,40,20,40,2015,6.52805,5.63887,185,8,740,1.3333
2,4,15,15,15,2014,6.07227,5.63884,348,6,506,1
2,4,60,60,60,2016,8.08034,5.63862,89,14,184,2.5556
3,6,15,15,15,2015,7.11165,5.63842,103,8,205,1.3333
2,4,180,120,180,2016,7.59111,5.63831,90,14,214,2.8333
3,6,20,20,20,2014,5.95699,5.6382,557,10,1259,1.1944
2,4,20,10,20,2016,6.01432,5.63792,451,8,1088,1.1667
2,6,30,25,30,2017,6.62788,5.63765,156,14,506,1.6667
2,4,15,15,15,2015,6.34933,5.63747,210,10,1163,2.1429
2,2,10,5,10,2015,7.18591,5.63735,247,10,664,1.0625
2,4,60,60,60,2015,6.44828,5.63694,174,12,440,2.1818
2,4,75,75,75,2014,6.76053,5.6369,133,10,204,2.8182
2,2,20,15,20,2016,6.60963,5.63685,149,10,257,2.3333
3,4,75,60,75,2017,7.11197,5.6367,117,14,406,2
2,2,15,15,15,2016,6.84319,5.6366,116,12,276,1.25
2,2,120,60,120,2016,8.18833,5.63656,60,14,202,2.5714
2,4,45,30,45,2014,6.61192,5.63635,151,13,257,2.6364
