Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
2005,0.1,0.08,0.0,0.03,0.21,68,26,8.5,8,4
2002,0.1,0.08,0.0,0.03,0.21,89,25,7.8,17,1
2002,0.04,0.03,0.12,0.01,0.21,68,16,8.5,15,1
2004,0.1,0.08,0.0,0.03,0.2,57,33,4.8,5,3
2005,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17,3
2006,0.1,0.08,0.0,0.03,0.2,67,14,8.5,4,3
2004,0.1,0.08,0.0,0.03,0.2,70,34,8.9,12,1
2001,0.09,0.07,0.02,0.02,0.2,75,19,7.6,9,1
2005,0.1,0.08,0.0,0.03,0.2,51,32,5.3,7,4
2005,0.1,0.08,0.0,0.03,0.2,53,20,7.0,10,2
2003,0.1,0.08,0.0,0.03,0.2,78,27,8.0,22,3
2004,0.1,0.08,0.0,0.03,0.2,77,35,8.1,8,1
2004,0.1,0.08,0.0,0.03,0.2,71,40,6.8,18,3
2005,0.1,0.08,0.0,0.03,0.2,59,33,7.5,18,4
2005,0.1,0.07,0.0,0.03,0.2,47,14,8.8,76,4
2005,0.1,0.07,0.0,0.03,0.2,51,26,2.1,9,4
2001,0.1,0.07,0.0,0.02,0.2,57,11,4.0,4,1
2008,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,3
2003,0.1,0.07,0.0,0.02,0.2,57,19,8.0,21,3
2006,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,3
2005,0.1,0.07,0.0,0.02,0.19,76,21,8.9,36,4
2002,0.09,0.07,0.0,0.02,0.19,57,16,6.0,4,1
2002,0.09,0.07,0.0,0.02,0.19,78,28,6.9,35,3
2003,0.09,0.07,0.0,0.02,0.19,62,19,8.3,7,4
2003,0.09,0.07,0.0,0.02,0.19,66,17,8.4,30,3
2003,0.09,0.07,0.0,0.02,0.19,79,23,8.9,13,1
2001,0.09,0.07,0.0,0.02,0.19,83,26,9.0,29,1
2005,0.09,0.07,0.0,0.02,0.19,62,15,8.5,10,4
2006,0.0,0.0,0.19,0.0,0.19,68,18,8.5,23,3
2002,0.09,0.07,0.0,0.02,0.19,65,28,8.6,16,4
2002,0.09,0.07,0.0,0.02,0.19,76,15,8.5,6,3
2004,0.09,0.07,0.0,0.02,0.19,58,33,8.0,24,4
2005,0.09,0.07,0.0,0.02,0.19,68,37,8.0,5,4
2003,0.09,0.07,0.0,0.02,0.19,59,18,5.6,5,3
2003,0.09,0.07,0.0,0.02,0.19,79,50,9.1,21,1
2005,0.09,0.07,0.0,0.02,0.19,68,13,8.1,15,2
2006,0.0,0.0,0.19,0.0,0.19,55,20,7.3,7,3
2002,0.09,0.07,0.0,0.02,0.19,79,47,8.5,15,3
2003,0.09,0.07,0.0,0.02,0.19,77,16,8.5,17,3
2004,0.09,0.07,0.0,0.02,0.18,36,28,4.4,22,4
2003,0.09,0.07,0.0,0.02,0.18,72,27,8.9,47,3
2003,0.09,0.07,0.0,0.02,0.18,72,48,7.8,41,4
2003,0.09,0.07,0.0,0.02,0.18,86,35,8.8,26,3
2004,0.09,0.07,0.0,0.02,0.18,48,11,4.3,6,4
2004,0.09,0.07,0.0,0.02,0.18,69,27,7.1,18,1
2003,0.09,0.07,0.0,0.02,0.18,59,13,8.6,15,1
2002,0.09,0.07,0.0,0.02,0.18,67,19,6.8,11,3
2003,0.09,0.07,0.0,0.02,0.18,73,34,8.0,5,1
2005,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14,3
2002,0.04,0.03,0.1,0.01,0.18,67,24,9.0,7,3
2008,0.09,0.07,0.0,0.02,0.18,56,16,8.3,27,1
2004,0.09,0.07,0.0,0.02,0.18,54,29,7.7,7,3
2005,0.09,0.07,0.0,0.02,0.17,75,37,8.0,23,4
2005,0.09,0.07,0.0,0.02,0.17,78,32,8.3,11,1
2001,0.09,0.07,0.0,0.02,0.17,54,15,4.6,5,3
2001,0.09,0.07,0.0,0.02,0.17,49,12,4.5,6,3
2002,0.08,0.07,0.0,0.02,0.17,73,15,7.4,10,1
2004,0.08,0.07,0.0,0.02,0.17,66,24,9.1,14,1
2001,0.08,0.07,0.0,0.02,0.17,80,19,8.3,11,3
2003,0.08,0.07,0.0,0.02,0.17,68,21,8.7,14,3
2000,0.08,0.07,0.0,0.02,0.17,65,16,5.9,7,3
2003,0.08,0.07,0.0,0.02,0.17,71,27,7.9,11,4
2001,0.05,0.04,0.06,0.01,0.17,71,11,9.1,56,1
2004,0.08,0.06,0.0,0.02,0.17,46,35,6.9,13,3
2005,0.04,0.03,0.09,0.01,0.17,48,33,8.1,12,4
2004,0.08,0.06,0.0,0.02,0.17,68,29,8.0,11,3
2004,0.08,0.06,0.0,0.02,0.17,56,20,6.0,7,1
2002,0.07,0.06,0.02,0.02,0.17,72,10,8.3,7,1
2000,0.08,0.06,0.0,0.02,0.17,49,13,7.6,7,1
2004,0.08,0.06,0.0,0.02,0.17,72,28,7.0,5,3
2002,0.08,0.06,0.0,0.02,0.16,65,7,8.7,9,1
2001,0.08,0.06,0.0,0.02,0.16,71,21,4.9,8,1
2004,0.08,0.06,0.0,0.02,0.16,68,28,9.0,6,1
2003,0.08,0.06,0.0,0.02,0.16,83,14,8.5,8,1
2003,0.08,0.06,0.0,0.02,0.16,69,25,8.9,28,3
2003,0.08,0.06,0.0,0.02,0.16,81,40,9.2,100,4
2002,0.08,0.06,0.0,0.02,0.16,68,24,7.6,8,4
2003,0.08,0.06,0.0,0.02,0.16,83,23,9.0,12,1
2006,0.08,0.06,0.0,0.02,0.16,73,44,7.5,27,3
2004,0.08,0.06,0.0,0.02,0.16,32,4,4.8,16,3
2007,0.06,0.05,0.04,0.02,0.16,77,12,8.1,8,3
2003,0.08,0.06,0.0,0.02,0.16,66,22,6.8,6,3
2001,0.08,0.06,0.0,0.02,0.15,38,10,3.4,5,3
2003,0.08,0.06,0.0,0.02,0.15,64,23,8.3,63,4
2001,0.08,0.06,0.0,0.02,0.15,77,16,8.5,11,3
2001,0.08,0.06,0.0,0.02,0.15,36,6,3.9,15,1
2004,0.08,0.06,0.0,0.02,0.15,74,38,7.7,38,3
2005,0.08,0.06,0.0,0.02,0.15,48,7,6.9,37,1
2005,0.07,0.06,0.0,0.02,0.15,70,43,7.6,17,1
2004,0.07,0.06,0.0,0.02,0.15,49,29,6.3,7,3
2008,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,1
2005,0.07,0.06,0.0,0.02,0.15,83,47,7.8,104,4
2005,0.07,0.06,0.0,0.02,0.15,64,47,8.9,9,3
2001,0.07,0.06,0.0,0.02,0.15,83,13,8.3,9,1
2001,0.07,0.06,0.0,0.02,0.15,52,12,6.4,5,3
2005,0.07,0.06,0.0,0.02,0.15,52,33,6.8,12,4
2003,0.07,0.06,0.0,0.02,0.15,35,15,5.0,23,4
2002,0.07,0.06,0.0,0.02,0.15,54,14,4.6,17,4
2005,0.07,0.06,0.0,0.02,0.14,76,42,8.2,33,3
2001,0.07,0.06,0.0,0.02,0.14,74,22,8.9,72,3
2005,0.07,0.06,0.0,0.02,0.14,69,38,7.3,17,3
2009,0.11,0.0,0.0,0.03,0.14,50,4,2.3,6,3
2001,0.07,0.05,0.0,0.02,0.14,58,7,3.5,6,1
2004,0.07,0.05,0.0,0.02,0.14,76,48,8.0,23,3
2004,0.07,0.05,0.0,0.02,0.14,81,40,7.9,22,3
2001,0.07,0.05,0.0,0.02,0.14,44,14,5.7,6,3
2004,0.07,0.05,0.0,0.02,0.14,79,28,8.6,8,3
2001,0.07,0.05,0.0,0.02,0.14,67,26,6.6,26,1
2002,0.07,0.05,0.0,0.02,0.14,72,24,7.9,8,3
2001,0.07,0.05,0.0,0.02,0.14,64,15,7.3,37,3
2006,0.07,0.05,0.0,0.02,0.14,54,43,8.0,24,3
2002,0.07,0.05,0.0,0.02,0.14,78,21,8.3,7,1
2008,0.07,0.05,0.0,0.02,0.14,65,11,8.2,9,3
2004,0.07,0.05,0.0,0.02,0.14,68,50,8.7,12,4
2002,0.07,0.05,0.0,0.02,0.14,67,23,8.0,16,3
2002,0.07,0.05,0.0,0.02,0.14,71,17,8.5,11,1
2004,0.07,0.05,0.0,0.02,0.14,76,21,6.4,18,1
2001,0.07,0.05,0.0,0.02,0.14,77,21,7.5,10,1
2001,0.07,0.05,0.0,0.02,0.14,65,18,8.0,5,3
2002,0.07,0.05,0.0,0.02,0.14,49,11,3.5,6,1
2004,0.07,0.05,0.0,0.02,0.13,59,22,8.0,10,3
2004,0.07,0.05,0.0,0.02,0.13,48,20,6.7,13,4
2005,0.07,0.05,0.0,0.02,0.13,72,35,8.8,14,3
2008,0.07,0.05,0.0,0.02,0.13,79,23,8.7,26,4
2001,0.06,0.05,0.0,0.02,0.13,39,13,3.8,4,3
2002,0.06,0.05,0.0,0.02,0.13,65,9,8.8,77,1
2004,0.06,0.05,0.0,0.02,0.13,57,27,7.8,14,3
2004,0.06,0.05,0.0,0.02,0.13,54,9,8.2,17,3
2005,0.06,0.05,0.0,0.02,0.13,58,34,5.5,49,4
2005,0.06,0.05,0.0,0.02,0.13,77,51,8.5,22,2
2003,0.06,0.05,0.0,0.02,0.13,48,26,3.7,6,3
2003,0.06,0.05,0.0,0.02,0.13,66,32,8.7,15,3
2003,0.06,0.05,0.0,0.02,0.13,62,26,7.0,9,3
2004,0.06,0.05,0.0,0.02,0.13,78,42,8.2,48,4
2001,0.06,0.05,0.0,0.02,0.13,53,18,6.7,6,1
2008,0.06,0.05,0.0,0.02,0.13,52,9,8.5,13,3
2001,0.06,0.05,0.0,0.02,0.13,63,20,6.2,5,1
2007,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44,3
2004,0.06,0.05,0.0,0.02,0.13,74,41,9.1,12,1
2003,0.06,0.05,0.0,0.02,0.12,70,31,7.8,22,3
2002,0.06,0.05,0.0,0.02,0.12,59,8,5.2,6,3
2001,0.06,0.05,0.0,0.02,0.12,79,15,7.8,16,3
2002,0.06,0.05,0.0,0.02,0.12,49,14,5.0,4,1
2007,0.06,0.05,0.0,0.02,0.12,78,11,7.0,6,2
2005,0.06,0.05,0.0,0.02,0.12,77,41,7.3,12,3
2004,0.06,0.05,0.0,0.02,0.12,67,31,8.4,8,4
2006,0.06,0.05,0.0,0.02,0.12,53,13,7.7,6,1
2005,0.06,0.05,0.0,0.02,0.12,43,16,2.0,5,2
2003,0.06,0.05,0.0,0.02,0.12,65,19,5.8,8,4
2003,0.06,0.05,0.0,0.02,0.12,65,33,6.9,7,3
2005,0.06,0.05,0.0,0.02,0.12,39,4,8.1,9,3
2003,0.06,0.04,0.0,0.01,0.12,68,39,7.7,20,4
2002,0.05,0.04,0.02,0.01,0.12,81,11,6.4,10,1
2003,0.06,0.04,0.0,0.01,0.11,67,15,9.0,5,1
2006,0.06,0.04,0.0,0.01,0.11,68,26,8.9,16,1
2007,0.05,0.04,0.02,0.01,0.11,61,8,6.5,8,2
2005,0.06,0.04,0.0,0.01,0.11,69,12,8.1,20,3
2003,0.06,0.04,0.0,0.01,0.11,81,19,7.7,19,3
2005,0.06,0.04,0.0,0.01,0.11,73,41,8.2,23,4
2000,0.06,0.04,0.0,0.01,0.11,82,15,8.7,11,3
2009,0.06,0.04,0.0,0.01,0.11,39,5,2.0,6,2
2005,0.06,0.04,0.0,0.01,0.11,68,39,7.7,27,4
2007,0.0,0.0,0.11,0.0,0.11,80,10,8.8,11,1
2004,0.05,0.04,0.0,0.01,0.11,66,22,7.0,6,3
2004,0.05,0.04,0.0,0.01,0.11,63,21,8.0,15,3
2009,0.05,0.04,0.0,0.01,0.11,56,4,5.0,4,2
2003,0.05,0.04,0.0,0.01,0.11,67,17,8.9,23,3
2003,0.05,0.04,0.0,0.01,0.11,71,31,8.6,17,3
2002,0.05,0.04,0.0,0.01,0.11,60,17,5.3,4,3
2004,0.05,0.04,0.0,0.01,0.11,64,31,8.0,10,3
2005,0.05,0.04,0.0,0.01,0.11,58,29,7.4,24,4
2003,0.05,0.04,0.0,0.01,0.11,78,18,9.1,13,3
2005,0.05,0.04,0.0,0.01,0.11,73,11,6.3,4,1
2002,0.05,0.04,0.0,0.01,0.1,24,12,4.1,27,3
2005,0.05,0.04,0.0,0.01,0.1,67,28,7.8,12,1
2003,0.05,0.04,0.0,0.01,0.1,70,15,7.7,15,1
2005,0.02,0.02,0.06,0.01,0.1,69,15,8.3,8,1
2005,0.05,0.04,0.0,0.01,0.1,54,17,4.0,5,1
2001,0.05,0.04,0.0,0.01,0.1,84,21,8.2,11,3
2002,0.05,0.04,0.0,0.01,0.1,78,17,8.6,10,3
2002,0.02,0.01,0.07,0.0,0.1,71,12,9.0,10,1
2003,0.05,0.04,0.0,0.01,0.1,72,28,7.5,14,3
2005,0.05,0.04,0.0,0.01,0.1,51,45,6.2,24,4
2002,0.04,0.03,0.02,0.01,0.1,57,28,7.2,6,3
2002,0.05,0.04,0.0,0.01,0.1,58,27,8.2,9,4
2006,0.05,0.04,0.0,0.01,0.1,52,19,4.2,6,2
2005,0.02,0.02,0.05,0.01,0.1,58,16,6.8,8,2
2001,0.05,0.04,0.0,0.01,0.1,76,16,7.8,22,3
2007,0.05,0.04,0.0,0.01,0.1,65,11,7.5,4,1
2005,0.05,0.04,0.0,0.01,0.1,49,9,8.0,11,2
2004,0.05,0.04,0.0,0.01,0.1,78,47,8.3,13,3
2001,0.05,0.04,0.0,0.01,0.1,60,14,8.5,13,3
2004,0.05,0.04,0.0,0.01,0.1,42,19,8.3,18,1
2007,0.05,0.04,0.0,0.01,0.1,62,26,9.1,7,1
2007,0.0,0.0,0.1,0.0,0.1,64,24,7.3,17,2
2004,0.05,0.04,0.0,0.01,0.1,73,39,7.5,13,3
2006,0.0,0.0,0.1,0.0,0.1,71,30,7.7,43,3
2006,0.05,0.04,0.0,0.01,0.09,62,13,8.7,10,2
2003,0.05,0.04,0.0,0.01,0.09,61,13,7.8,6,1
2001,0.02,0.02,0.04,0.01,0.09,64,13,7.8,6,3
2004,0.05,0.04,0.0,0.01,0.09,61,14,6.5,11,3
2004,0.05,0.04,0.0,0.01,0.09,70,20,8.6,18,1
2004,0.05,0.04,0.0,0.01,0.09,82,46,8.5,13,3
2005,0.05,0.04,0.0,0.01,0.09,86,33,8.7,61,3
2004,0.05,0.04,0.0,0.01,0.09,63,9,7.3,23,3
2003,0.05,0.04,0.0,0.01,0.09,58,10,6.5,4,1
2003,0.05,0.04,0.0,0.01,0.09,59,25,8.6,43,4
2003,0.05,0.04,0.0,0.01,0.09,73,25,8.3,26,3
2005,0.04,0.04,0.0,0.01,0.09,71,36,9.0,25,4
2005,0.04,0.03,0.0,0.01,0.09,71,13,8.5,10,3
2002,0.04,0.03,0.0,0.01,0.09,80,4,9.0,41,1
2001,0.04,0.03,0.0,0.01,0.09,71,20,7.8,8,3
2003,0.04,0.03,0.0,0.01,0.09,69,44,8.7,22,3
2005,0.04,0.03,0.0,0.01,0.09,71,15,8.6,19,1
2003,0.04,0.03,0.0,0.01,0.09,67,25,8.3,17,3
2001,0.04,0.03,0.0,0.01,0.09,53,9,5.6,5,3
2006,0.04,0.03,0.0,0.01,0.09,76,8,8.0,7,2
2005,0.04,0.03,0.0,0.01,0.09,78,12,8.5,17,3
2007,0.04,0.03,0.0,0.01,0.09,50,11,8.0,9,3
2001,0.04,0.03,0.0,0.01,0.09,70,14,7.5,6,3
2005,0.04,0.03,0.0,0.01,0.09,70,39,8.1,36,4
2004,0.04,0.03,0.0,0.01,0.09,54,29,6.9,7,1
2001,0.04,0.03,0.0,0.01,0.09,63,5,7.1,16,3
2000,0.04,0.03,0.0,0.01,0.08,48,16,6.3,39,3
2006,0.04,0.03,0.0,0.01,0.08,82,26,7.2,15,2
2000,0.04,0.03,0.0,0.01,0.08,73,10,7.3,7,1
2003,0.04,0.03,0.0,0.01,0.08,49,23,5.0,4,3
2005,0.04,0.03,0.0,0.01,0.08,82,38,7.9,38,4
2002,0.04,0.03,0.0,0.01,0.08,76,9,9.2,9,1
2006,0.04,0.03,0.0,0.01,0.08,44,36,5.8,15,4
2005,0.04,0.03,0.0,0.01,0.08,78,46,8.9,58,4
2004,0.04,0.03,0.0,0.01,0.08,52,31,7.0,6,3
2006,0.01,0.01,0.05,0.0,0.08,66,23,8.6,17,3
2004,0.0,0.0,0.08,0.0,0.08,70,7,8.8,6,3
2003,0.04,0.03,0.0,0.01,0.08,79,16,8.6,10,3
2001,0.04,0.03,0.0,0.01,0.08,43,14,6.7,10,3
2004,0.04,0.03,0.0,0.01,0.08,58,34,7.6,5,4
2001,0.04,0.03,0.0,0.01,0.08,39,4,5.8,4,3
2000,0.04,0.03,0.0,0.01,0.08,67,10,7.4,7,1
2002,0.04,0.03,0.0,0.01,0.08,57,12,6.8,5,3
2005,0.04,0.03,0.0,0.01,0.08,60,44,8.2,26,3
2005,0.04,0.03,0.0,0.01,0.08,71,5,7.7,7,1
2004,0.04,0.03,0.0,0.01,0.08,75,31,8.0,9,3
2002,0.04,0.03,0.0,0.01,0.08,71,12,6.6,5,1
2005,0.04,0.03,0.0,0.01,0.07,72,14,9.0,13,1
2002,0.04,0.03,0.0,0.01,0.07,74,24,7.5,12,1
2003,0.04,0.03,0.0,0.01,0.07,59,22,6.6,14,3
2002,0.04,0.03,0.0,0.01,0.07,27,10,3.8,19,3
2004,0.04,0.03,0.0,0.01,0.07,73,26,8.1,20,3
2002,0.04,0.03,0.0,0.01,0.07,64,18,7.0,8,1
2004,0.04,0.03,0.0,0.01,0.07,64,25,6.0,6,3
2007,0.04,0.03,0.0,0.01,0.07,33,5,4.5,6,1
2007,0.0,0.0,0.07,0.0,0.07,69,10,8.4,8,2
2006,0.04,0.03,0.0,0.01,0.07,63,23,5.3,7,3
2004,0.04,0.03,0.0,0.01,0.07,65,27,7.8,17,4
2007,0.03,0.03,0.0,0.01,0.07,37,19,5.9,10,4
2002,0.03,0.03,0.0,0.01,0.07,50,22,7.9,11,3
2005,0.03,0.03,0.0,0.01,0.07,67,33,8.8,44,4
2003,0.03,0.03,0.0,0.01,0.07,74,17,8.9,10,1
2008,0.03,0.03,0.0,0.01,0.07,70,21,7.4,59,4
2004,0.03,0.03,0.0,0.01,0.07,75,27,8.3,6,3
2005,0.03,0.03,0.0,0.01,0.07,56,35,8.3,17,4
2006,0.03,0.03,0.0,0.01,0.07,67,30,8.9,11,2
2000,0.03,0.03,0.0,0.01,0.07,72,12,7.5,4,3
2002,0.03,0.03,0.0,0.01,0.07,79,21,8.2,13,3
2002,0.03,0.03,0.0,0.01,0.07,58,11,7.8,5,3
2003,0.03,0.03,0.0,0.01,0.07,61,31,7.7,9,4
2004,0.03,0.03,0.0,0.01,0.07,65,27,8.9,39,4
2006,0.0,0.0,0.07,0.0,0.07,73,48,7.7,165,4
2002,0.03,0.03,0.0,0.01,0.07,73,19,9.0,6,1
2004,0.03,0.03,0.0,0.01,0.07,61,25,6.0,6,3
2005,0.03,0.03,0.0,0.01,0.07,73,28,8.8,14,3
2004,0.03,0.03,0.0,0.01,0.07,57,25,8.2,5,3
2004,0.03,0.03,0.0,0.01,0.07,64,31,4.1,51,4
2006,0.03,0.02,0.0,0.01,0.07,71,26,8.0,5,4
2004,0.03,0.02,0.0,0.01,0.06,69,16,7.9,14,2
2005,0.03,0.02,0.0,0.01,0.06,51,38,6.7,11,4
2003,0.03,0.02,0.0,0.01,0.06,68,23,8.6,8,3
2004,0.03,0.02,0.0,0.01,0.06,70,15,8.7,12,1
2004,0.03,0.02,0.0,0.01,0.06,45,16,7.8,10,3
2004,0.03,0.02,0.0,0.01,0.06,59,24,4.2,10,3
2002,0.03,0.02,0.0,0.01,0.06,67,7,8.6,14,3
2005,0.03,0.02,0.0,0.01,0.06,68,34,7.8,14,2
2001,0.03,0.02,0.0,0.01,0.06,79,15,6.9,8,3
2008,0.03,0.02,0.0,0.01,0.06,47,10,5.4,24,4
2003,0.03,0.02,0.0,0.01,0.06,61,11,8.0,6,1
2003,0.03,0.02,0.0,0.01,0.06,64,28,8.1,12,1
2006,0.03,0.02,0.0,0.01,0.06,58,26,8.5,11,3
2004,0.03,0.02,0.0,0.01,0.06,57,16,8.6,11,3
2005,0.03,0.02,0.0,0.01,0.06,60,36,7.9,14,4
2001,0.03,0.02,0.0,0.01,0.06,50,9,6.4,9,3
2006,0.03,0.02,0.0,0.01,0.06,59,22,6.6,24,3
2006,0.03,0.02,0.0,0.01,0.06,73,35,7.8,24,4
2006,0.03,0.02,0.0,0.01,0.06,44,8,4.6,41,3
2007,0.03,0.02,0.0,0.01,0.06,69,20,7.5,41,2
2004,0.03,0.02,0.0,0.01,0.06,59,21,8.4,10,3
2005,0.03,0.02,0.0,0.01,0.06,73,28,8.4,11,3
2002,0.03,0.02,0.0,0.01,0.06,82,10,7.4,14,1
2006,0.03,0.02,0.0,0.01,0.05,43,36,6.2,11,4
2002,0.03,0.02,0.0,0.01,0.05,72,24,7.2,6,1
2006,0.03,0.02,0.0,0.01,0.05,69,39,7.2,31,4
2001,0.03,0.02,0.0,0.01,0.05,78,34,8.3,28,1
2006,0.03,0.02,0.0,0.01,0.05,66,26,7.2,6,3
2005,0.03,0.02,0.0,0.01,0.05,72,30,7.3,18,2
2002,0.03,0.02,0.0,0.01,0.05,70,14,4.4,5,1
2002,0.03,0.02,0.0,0.01,0.05,37,12,5.9,8,3
2001,0.02,0.02,0.0,0.01,0.05,58,13,6.3,7,1
2006,0.02,0.01,0.01,0.0,0.05,81,42,8.8,17,1
2001,0.02,0.02,0.0,0.01,0.05,65,14,7.8,4,3
2001,0.02,0.02,0.0,0.01,0.05,64,5,7.4,5,1
2001,0.02,0.02,0.0,0.01,0.05,49,8,8.1,9,1
2005,0.02,0.02,0.0,0.01,0.05,65,27,8.6,15,2
2007,0.01,0.01,0.03,0.0,0.05,79,39,7.9,17,2
2006,0.02,0.02,0.0,0.01,0.05,70,6,7.8,27,1
2004,0.02,0.02,0.0,0.01,0.05,60,4,6.7,6,1
2001,0.02,0.02,0.0,0.01,0.05,82,21,8.7,25,1
2006,0.02,0.02,0.0,0.01,0.04,60,19,7.0,4,3
2007,0.0,0.0,0.04,0.0,0.04,77,9,8.3,16,3
2006,0.02,0.02,0.0,0.01,0.04,71,37,8.2,9,3
2005,0.02,0.02,0.0,0.01,0.04,47,17,5.0,7,4
2001,0.02,0.02,0.0,0.01,0.04,59,9,5.5,4,3
2005,0.02,0.02,0.0,0.01,0.04,66,19,5.8,9,3
2002,0.02,0.02,0.0,0.01,0.04,31,5,5.0,8,1
2003,0.02,0.02,0.0,0.01,0.04,67,7,7.5,4,1
2004,0.02,0.01,0.0,0.0,0.04,62,29,6.7,7,4
2005,0.02,0.01,0.0,0.0,0.04,51,16,7.4,16,3
2004,0.02,0.01,0.0,0.0,0.04,60,22,8.8,8,3
2007,0.02,0.01,0.0,0.0,0.04,74,21,7.4,25,1
2004,0.02,0.01,0.0,0.0,0.04,53,28,8.8,4,4
2006,0.0,0.0,0.04,0.0,0.04,64,9,6.9,9,3
2005,0.02,0.01,0.0,0.0,0.04,74,35,8.2,17,3
2006,0.02,0.01,0.0,0.0,0.04,68,22,8.3,4,3
2005,0.02,0.01,0.0,0.0,0.04,45,25,6.5,8,4
2003,0.02,0.01,0.0,0.0,0.04,71,6,8.9,10,1
2003,0.02,0.01,0.0,0.0,0.03,73,17,9.0,5,3
2007,0.0,0.0,0.03,0.0,0.03,32,7,4.0,4,1
2004,0.02,0.01,0.0,0.0,0.03,62,30,7.8,4,3
2004,0.02,0.01,0.0,0.0,0.03,48,9,8.7,7,3
2002,0.02,0.01,0.0,0.0,0.03,59,21,7.5,4,1
2006,0.02,0.01,0.0,0.0,0.03,56,22,5.8,8,1
2001,0.02,0.01,0.0,0.0,0.03,61,11,7.9,7,1
2005,0.01,0.01,0.0,0.0,0.03,66,16,7.8,10,3
2004,0.01,0.01,0.0,0.0,0.03,71,27,7.1,12,1
2002,0.01,0.01,0.0,0.0,0.03,78,26,8.9,9,3
2006,0.01,0.01,0.0,0.0,0.03,62,13,8.5,11,3
2007,0.0,0.0,0.03,0.0,0.03,63,29,6.1,34,3
2006,0.01,0.01,0.0,0.0,0.03,53,32,6.7,10,1
2005,0.01,0.01,0.0,0.0,0.03,62,26,7.3,9,3
2003,0.01,0.01,0.0,0.0,0.03,52,13,5.3,9,4
2006,0.01,0.01,0.0,0.0,0.02,51,21,6.0,6,3
2006,0.01,0.01,0.0,0.0,0.02,30,4,4.2,5,1
2006,0.01,0.01,0.0,0.0,0.02,59,44,8.6,51,4
2006,0.01,0.01,0.0,0.0,0.02,54,20,7.4,5,1
2006,0.0,0.0,0.02,0.0,0.02,40,17,7.0,5,3
2004,0.01,0.01,0.0,0.0,0.02,57,20,7.7,9,4
2006,0.01,0.01,0.0,0.0,0.02,57,8,7.0,7,2
2004,0.01,0.01,0.0,0.0,0.02,67,4,7.4,8,1
2006,0.01,0.01,0.0,0.0,0.02,63,24,6.8,5,1
2006,0.01,0.01,0.0,0.0,0.02,42,4,7.0,5,3
2005,0.01,0.01,0.0,0.0,0.02,58,12,8.7,7,1
2006,0.01,0.01,0.0,0.0,0.02,67,23,7.9,41,4
2007,0.0,0.0,0.01,0.0,0.01,80,20,8.1,16,3
2006,0.01,0.0,0.0,0.0,0.01,70,8,9.2,32,2
2006,0.01,0.0,0.0,0.0,0.01,64,35,6.8,8,1
