STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,DEMEANOR_OF_PERSON_STOPPED_TOP10,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,SUSPECT_OTHER_DESCRIPTION_TOP10,STOP_LOCATION_BORO_NAME
03-05-2019,123,19:00:00,1140,May,Friday,POM,5,5,ROBBERY,ROBBERY,40,40+,(null),NONE,Y,N,NERVOUS,NERVOUS,16,BLACK,5.11,177.5,160,RED JORDAN SNEAKERS WITH WHITE SOLE,NONE,BRONX
10-05-2019,130,00:11:00,11,May,Friday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,CALM,CALM,19,BLACK,5.1,152.5,170,N/A,NONE,BRONX
10-05-2019,130,01:20:00,80,May,Friday,POM,0,0,CPW,CPW,5,5,CPW,CPW,N,Y,NERVOUS,NERVOUS,20,WHITE HISPANIC,5.7,167.5,160,(null),NONE,BRONX
17-05-2019,137,21:25:00,1285,May,Friday,POM,1,1,CPW,CPW,15,15,CPW,CPW,N,Y,NERVOUS,NERVOUS,19,BLACK HISPANIC,5.9,172.5,140,TATTOO ON LEFT ARM,TATTOO,BRONX
24-05-2019,144,16:56:00,1016,May,Friday,POM,1,1,ROBBERY,ROBBERY,4,4,ROBBERY,ROBBERY,Y,Y,#N/A,NONE,30,WHITE,5.6,165,160,(null),NONE,BRONX
03-05-2019,123,14:23:00,863,May,Friday,POM,1,1,CPW,CPW,10,10,CRIMINAL POSSESSION OF CONTROLLE,OTHER,N,N,CALM,CALM,32,WHITE,5.11,177.5,160,718 TATTOO ON HAND,TATTOO,BROOKLYN
31-05-2019,151,21:17:00,1277,May,Friday,POM,2,2,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,5,(null),NONE,Y,N,CALM,CALM,57,BLACK,5.1,152.5,190,(null),NONE,BROOKLYN
03-05-2019,123,02:24:00,144,May,Friday,POM,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,3,3,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,N,N,CALM,CALM,36,WHITE,5.8,170,160,BLACK JACKET BLUE JEANS BLACK SNEAKERS SHORT HAIR,JACKET,BROOKLYN
03-05-2019,123,12:17:00,737,May,Friday,POM,2,2,CRIMINAL TRESPASS,CRIMINAL TRESPASS,12,12,(null),NONE,N,N,CALM,CALM,65,WHITE HISPANIC,5.1,152.5,160,NA,NONE,BROOKLYN
24-05-2019,144,22:45:00,1365,May,Friday,POM,1,1,CPW,CPW,1,1,(null),NONE,N,N,NORMAL,NORMAL,20,WHITE HISPANIC,5.6,165,175,"WHITE TSHIRT, BLACK AND WHITE HAT, BLUE SHORTS",HAT,BROOKLYN
17-05-2019,137,13:40:00,820,May,Friday,POM,1,1,CPSP,OTHER,20,20,CPSP,OTHER,Y,N,NORMAL,NORMAL,31,WHITE HISPANIC,5.6,165,190,(null),NONE,BROOKLYN
31-05-2019,151,15:01:00,901,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,Y,CALM,CALM,39,WHITE,6,180,200,UNKNOWN,NONE,BROOKLYN
03-05-2019,123,16:31:00,991,May,Friday,POM,1,1,PETIT LARCENY,PETIT LARCENY,10,10,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,CALM,42,BLACK,6,180,180,(null),NONE,BROOKLYN
03-05-2019,123,23:09:00,1389,May,Friday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,CALM,CALM,31,BLACK,5.9,172.5,180,(null),NONE,BROOKLYN
10-05-2019,130,21:09:00,1269,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,INDIFFERENT,NONE,23,BLACK,5.5,162.5,160,(null),NONE,BROOKLYN
24-05-2019,144,00:35:00,35,May,Friday,POM,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,NERVOUS,NERVOUS,21,BLACK,5.7,167.5,180,(null),NONE,BROOKLYN
24-05-2019,144,00:07:00,7,May,Friday,LT,2,2,BURGLARY,BURGLARY,60,40+,BURGLARY,BURGLARY,Y,N,"CALM, QUESTIONING",CALM,30,BLACK,5.9,172.5,180,(null),NONE,BROOKLYN
31-05-2019,151,23:50:00,1430,May,Friday,DTS,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,ANGRY,ANGRY,33,BLACK,5.1,152.5,165,(null),NONE,BROOKLYN
17-05-2019,137,12:50:00,770,May,Friday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,OUT OF BREATH      CONFRONTATIONAL,NONE,22,BLACK,5.8,170,230,RED CLOTHES,NONE,BROOKLYN
10-05-2019,130,08:10:00,490,May,Friday,POM,2,2,BURGLARY,BURGLARY,8,8,OTHER,OTHER,Y,Y,UPSET BUT CALM,CALM,19,BLACK,5.6,165,150,(null),NONE,BROOKLYN
10-05-2019,130,19:45:00,1185,May,Friday,DTS,1,1,CPW,CPW,3,3,(null),NONE,Y,N,ARGUMENTATIVE,NONE,23,BLACK,5.7,167.5,140,GOATEE AND PICTURE TATTOO ON NECK,TATTOO,BROOKLYN
10-05-2019,130,21:15:00,1275,May,Friday,DTS,2,2,CPW,CPW,15,15,(null),NONE,N,N,COMBATIVE,COMBATIVE,22,BLACK,5.8,170,165,(null),NONE,BROOKLYN
10-05-2019,130,19:42:00,1182,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,UNCOOPERATIVE,NONE,22,BLACK,5.1,152.5,170,"GRAY SWEAT PANTS, CAMO PANTS, FLIP FLOPS",NONE,BROOKLYN
10-05-2019,130,18:18:00,1098,May,Friday,SGT,1,1,CP OF MARIHUANA,CP OF MARIHUANA,8,8,CPW,CPW,N,Y,NERVOUS,NERVOUS,22,BLACK,5.6,165,170,(null),NONE,BROOKLYN
31-05-2019,151,23:02:00,1382,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,23,BLACK,5.9,172.5,200,(null),NONE,BROOKLYN
31-05-2019,151,23:02:00,1382,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,CONFUSED,NONE,41,WHITE HISPANIC,6.2,185,250,(null),NONE,BROOKLYN
10-05-2019,130,21:47:00,1307,May,Friday,DT2,1,1,CPW,CPW,3,3,(null),NONE,N,N,NERVOUS,NERVOUS,14,BLACK,5.9,172.5,150,N/A,NONE,BROOKLYN
24-05-2019,144,21:55:00,1315,May,Friday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,NERVOUS,NERVOUS,15,BLACK,5.4,160,120,(null),NONE,BROOKLYN
31-05-2019,151,00:45:00,45,May,Friday,POM,0,0,CPW,CPW,3,3,(null),NONE,N,N,COMBATIVE AND PHYSICAL,COMBATIVE,23,BLACK,6,180,165,(null),NONE,BROOKLYN
17-05-2019,137,22:25:00,1345,May,Friday,POM,1,1,BURGLARY,BURGLARY,5,5,BURGLARY,BURGLARY,N,N,CALM,CALM,40,WHITE HISPANIC,5.8,170,150,(null),NONE,BROOKLYN
03-05-2019,123,14:25:00,865,May,Friday,POF,0,0,ROBBERY,ROBBERY,5,5,(null),NONE,N,N,CALM,CALM,55,BLACK,5.3,157.5,150,(null),NONE,BROOKLYN
10-05-2019,130,03:45:00,225,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,ANNOYED BUT COMPLIANT,ANNOYED,30,BLACK,6,180,200,(null),NONE,BROOKLYN
31-05-2019,151,20:23:00,1223,May,Friday,POF,1,1,CPW,CPW,10,10,(null),NONE,Y,N,IRATE,NONE,29,BLACK,5.11,177.5,170,(null),NONE,BROOKLYN
17-05-2019,137,08:06:00,486,May,Friday,POM,5,5,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,OTHER,5,5,(null),NONE,N,N,NERVOUS,NERVOUS,37,BLACK,6,180,185,N/A,NONE,BROOKLYN
03-05-2019,123,10:30:00,630,May,Friday,POM,1,1,MENACING,MENACING,3,3,(null),NONE,N,N,CALM,CALM,38,BLACK,5.6,165,175,UNKNOWN,NONE,BROOKLYN
31-05-2019,151,16:33:00,993,May,Friday,POF,3,3,MAKING GRAFFITI,OTHER,28,28,(null),NONE,Y,N,CALM,CALM,15,WHITE HISPANIC,5.5,162.5,120,GLASSES,GLASSES,BROOKLYN
10-05-2019,130,19:19:00,1159,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,21,WHITE HISPANIC,5.6,165,150,UNK.,NONE,BROOKLYN
31-05-2019,151,19:10:00,1150,May,Friday,POM,1,1,ROBBERY,ROBBERY,6,6,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,25,BLACK HISPANIC,5.1,152.5,175,(null),NONE,BROOKLYN
17-05-2019,137,20:30:00,1230,May,Friday,POM,1,1,OTHER,OTHER,5,5,(null),NONE,N,N,COMPLACENT,NONE,22,BLACK,5.7,167.5,150,DREADLOCKS,DREADLOCKS,QUEENS
24-05-2019,144,00:40:00,40,May,Friday,POF,0,0,PETIT LARCENY,PETIT LARCENY,60,40+,(null),NONE,Y,N,COMPLIANT,NONE,65,BLACK,5.1,152.5,200,"BROWN JACKET, BLACK PANTS, MULTI COLORED CAP, LONG DREADLOCKS",JACKET,QUEENS
31-05-2019,151,12:13:00,733,May,Friday,POM,2,2,CPW,CPW,5,5,CPW,CPW,N,Y,CALM,CALM,19,BLACK,6,180,170,(null),NONE,QUEENS
10-05-2019,130,01:00:00,60,May,Friday,POM,1,1,GRAND LARCENY,GRAND LARCENY,15,15,(null),NONE,N,N,CALM,CALM,19,BLACK HISPANIC,5.9,172.5,160,"BLACK SWEATER, BLACK JEANS",NONE,QUEENS
10-05-2019,130,01:00:00,60,May,Friday,POM,1,1,GRAND LARCENY,GRAND LARCENY,15,15,(null),NONE,N,N,CALM,CALM,30,BLACK HISPANIC,5.9,172.5,180,"BLACK SWEATER, BLACK JEANS",NONE,QUEENS
10-05-2019,130,01:00:00,60,May,Friday,POM,1,1,GRAND LARCENY,GRAND LARCENY,15,15,OTHER,OTHER,N,N,CALM,CALM,29,BLACK HISPANIC,5.9,172.5,170,"BLACK JEANS, BLACK JACKET",JACKET,QUEENS
10-05-2019,130,15:46:00,946,May,Friday,POM,2,2,CPW,CPW,15,15,(null),NONE,Y,N,CALM,CALM,15,BLACK,5.11,177.5,150,NONE,NONE,QUEENS
10-05-2019,130,15:46:00,946,May,Friday,POM,2,2,CPW,CPW,15,15,(null),NONE,Y,N,CALM,CALM,16,BLACK,5.6,165,130,BLUE DU RAG,NONE,QUEENS
10-05-2019,130,15:45:00,945,May,Friday,POM,2,2,ASSAULT,ASSAULT,5,5,(null),NONE,N,N,CALM,CALM,14,BLACK,5.5,162.5,150,(null),NONE,QUEENS
10-05-2019,130,15:48:00,948,May,Friday,LT,1,1,CPW,CPW,20,20,(null),NONE,N,N,CALM,CALM,16,BLACK,5.6,165,145,"BLUE TRACKSUIT , PINK DURAG, WHITE SNEAKERS",NONE,QUEENS
10-05-2019,130,15:48:00,948,May,Friday,POM,1,1,CPW,CPW,20,20,(null),NONE,Y,N,NORMAL,NORMAL,15,BLACK,5.8,170,140,"BLUE SWEAT SHIRT, BLUE PANTS, DU-RAG",NONE,QUEENS
10-05-2019,130,20:57:00,1257,May,Friday,POM,0,0,BURGLARY,BURGLARY,5,5,(null),NONE,N,N,CALM,CALM,36,WHITE HISPANIC,6.2,185,180,(null),NONE,QUEENS
31-05-2019,151,23:24:00,1404,May,Friday,POM,2,2,BURGLARY,BURGLARY,13,13,(null),NONE,N,N,NORMAL,NORMAL,30,BLACK,5.8,170,175,NA,NONE,QUEENS
10-05-2019,130,10:45:00,645,May,Friday,POM,2,2,CPW,CPW,3,3,(null),NONE,Y,N,"DELIBERTALY EVASIVE, THEN COMPLIANT AND UNDERSTANDING",UNDERSTANDING,17,BLACK HISPANIC,5.9,172.5,150,N/A,NONE,QUEENS
10-05-2019,130,23:00:00,1380,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,"CALM, COOPERATIVE",CALM,35,BLACK,5.1,152.5,200,N/A,NONE,QUEENS
10-05-2019,130,23:00:00,1380,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,"CALM, POLITE, UNDERSTANDING",CALM,40,BLACK,5.9,172.5,200,N/A,NONE,QUEENS
31-05-2019,151,22:55:00,1375,May,Friday,POM,0,0,ASSAULT,ASSAULT,12,12,(null),NONE,Y,N,NORMAL,NORMAL,21,WHITE,5.8,170,150,(null),NONE,QUEENS
31-05-2019,151,22:55:00,1375,May,Friday,POM,2,2,ASSAULT,ASSAULT,12,12,(null),NONE,Y,N,NORMAL,NORMAL,19,WHITE,6,180,145,(null),NONE,QUEENS
31-05-2019,151,12:57:00,777,May,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,AGITATED,AGITATED,31,WHITE HISPANIC,6.1,182.5,180,BEARD,BEARD,QUEENS
10-05-2019,130,03:40:00,220,May,Friday,POM,0,0,CPW,CPW,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,21,ASIAN / PACIFIC ISLANDER,5.11,177.5,150,R/W/B SWEATSHIRT,SWEATSHIRT,QUEENS
03-05-2019,123,19:42:00,1182,May,Friday,POM,1,1,CPW,CPW,9,9,(null),NONE,N,N,VERY AGGRESSIVE AND COMBATIVE,COMBATIVE,28,BLACK,5.7,167.5,150,"BLACK SWEAT SHIRT, BLACK PANTS",NONE,QUEENS
10-05-2019,130,13:45:00,825,May,Friday,POM,1,1,ASSAULT,ASSAULT,20,20,(null),NONE,Y,N,AGGRESIVE STANCE/TENSED HIS BODY,NONE,18,BLACK,5.1,152.5,160,(null),NONE,QUEENS
10-05-2019,130,14:00:00,840,May,Friday,POM,1,1,ASSAULT,ASSAULT,1,1,(null),NONE,Y,N,SWEATING,NONE,15,BLACK,5.9,172.5,165,(null),NONE,QUEENS
31-05-2019,151,20:37:00,1237,May,Friday,POM,1,1,CPW,CPW,5,5,MENACING,MENACING,N,Y,CALM,CALM,30,BLACK,6.1,182.5,150,"BURGANDY SHIRT, BLUE PANTS, BROWN SHOES, SHORT DREADS",NONE,QUEENS
03-05-2019,123,18:30:00,1110,May,Friday,DT3,2,2,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,5,(null),NONE,N,N,CALM AND COOPERATIVE,CALM,24,BLACK,6,180,150,(null),NONE,QUEENS
03-05-2019,123,18:30:00,1110,May,Friday,DT3,2,2,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,5,(null),NONE,N,N,CALM AND COOPERATIVE,CALM,28,BLACK,5.9,172.5,140,(null),NONE,QUEENS
03-05-2019,123,19:10:00,1150,May,Friday,POM,2,2,ASSAULT,ASSAULT,9,9,CP OF MARIHUANA,CP OF MARIHUANA,N,N,AGGITATED,NONE,17,BLACK,5.11,177.5,150,"GREY/GREEN WAIST LENGTH BOMBER JACKET, BLUE JEANS, AND BLUE AND WHITE JORDAN BAS",JACKET,QUEENS
10-05-2019,130,17:28:00,1048,May,Friday,POM,1,1,ASSAULT,ASSAULT,30,30,ASSAULT,ASSAULT,N,Y,"AGITATED, EXCITED",AGITATED,41,WHITE,5.5,162.5,130,"BLUE JEANS, GRAY SHIRT",NONE,QUEENS
10-05-2019,130,17:28:00,1048,May,Friday,POM,1,1,ASSAULT,ASSAULT,30,30,(null),NONE,N,N,COOPERATIVE,COOPERATIVE,52,BLACK HISPANIC,6,180,160,"RED HAT, WHITE SHIRT, BLACK PANTS",HAT,QUEENS
17-05-2019,137,17:45:00,1065,May,Friday,POM,1,1,ASSAULT,ASSAULT,5,5,OTHER,OTHER,N,N,#N/A,NONE,18,WHITE HISPANIC,5.5,162.5,175,"BLACK BASEBALL HAT,BLACK HOODIE,WHITE TSHIRT,BLUE JEANS MULIT COLORED SNEAKERS",HOODIE,QUEENS
25-05-2019,145,04:30:00,270,May,Saturday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,INTOX/COOPERATIVE,COOPERATIVE,35,BLACK,6.2,185,250,LIGHT BLUE SHIRT,NONE,MANHATTAN
04-05-2019,124,13:23:00,803,May,Saturday,POM,1,1,CPW,CPW,15,15,(null),NONE,Y,N,CALM,CALM,22,BLACK,5.9,172.5,130,"CAESAR HAIRCUT, BLACK SWEATER, BLUE PANTS",NONE,MANHATTAN
04-05-2019,124,02:32:00,152,May,Saturday,POM,2,2,ASSAULT,ASSAULT,8,8,ASSAULT,ASSAULT,Y,N,UPSET,UPSET,29,WHITE HISPANIC,5.1,152.5,220,"PINK FLORAL SHIRT, BLUE JEANS, BROWN SHOES",NONE,MANHATTAN
18-05-2019,138,05:26:00,326,May,Saturday,POM,1,1,ROBBERY,ROBBERY,5,5,ROBBERY,ROBBERY,Y,N,COOPERATIVE,COOPERATIVE,29,BLACK,5.11,177.5,210,GRAY HOODED SWEATSHIRT WITH DARK GREEN PANTS,SWEATSHIRT,MANHATTAN
25-05-2019,145,16:22:00,982,May,Saturday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,22,WHITE HISPANIC,5.1,152.5,180,(null),NONE,MANHATTAN
18-05-2019,138,00:56:00,56,May,Saturday,POM,5,5,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,Y,AGGRAVATED,NONE,17,BLACK,5.6,165,135,"BLACK AND GOLD DU RAG, GRAY SWEATSHIRT, BLACK T-SHIRTS, BLACK JEANS AND GRAY SNE",SWEATSHIRT,MANHATTAN
25-05-2019,145,09:27:00,567,May,Saturday,POM,1,1,ROBBERY,ROBBERY,7,7,ROBBERY,ROBBERY,Y,N,ANNOYED,ANNOYED,14,BLACK,5.7,167.5,120,GREY SWEAT SHIRT,NONE,MANHATTAN
11-05-2019,131,12:05:00,725,May,Saturday,DTS,5,5,PETIT LARCENY,PETIT LARCENY,10,10,PETIT LARCENY,PETIT LARCENY,N,N,NORMAL,NORMAL,27,BLACK,5.1,152.5,160,(null),NONE,MANHATTAN
04-05-2019,124,00:40:00,40,May,Saturday,POM,3,3,CPW,CPW,6,6,CPW,CPW,N,Y,CALM,CALM,22,BLACK,5.7,167.5,140,FACE TATTOOS OF STARS,TATTOO,MANHATTAN
04-05-2019,124,20:47:00,1247,May,Saturday,POM,0,0,ROBBERY,ROBBERY,8,8,(null),NONE,Y,N,CALM,CALM,20,WHITE HISPANIC,5.9,172.5,175,"RED HOODIE, TATTOO ON HAND",TATTOO,MANHATTAN
25-05-2019,145,00:05:00,5,May,Saturday,POM,5,5,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,N,N,CALM,CALM,15,BLACK,5.8,170,140,"BLACK DU-RAG, BACKPACK",NONE,MANHATTAN
25-05-2019,145,00:05:00,5,May,Saturday,POM,2,2,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,N,N,CALM,CALM,15,BLACK,5.4,160,135,BIG SPIKEY HAIR,NONE,MANHATTAN
11-05-2019,131,15:49:00,949,May,Saturday,POM,1,1,BURGLARY,BURGLARY,10,10,BURGLARY,BURGLARY,N,N,NERVOUS,NERVOUS,44,BLACK,6.2,185,180,"BLACK JACKET, BLUE JEANS, BLACK BOOTS,  WHITE TSHIRT",JACKET,MANHATTAN
11-05-2019,131,15:35:00,935,May,Saturday,POM,5,5,CPW,CPW,2,2,(null),NONE,N,N,NERVOUS,NERVOUS,24,BLACK HISPANIC,6.1,182.5,215,"ORANGE HOODIE, BLUE JEANS, MULTI COLORED SNEAKERS",HOODIE,MANHATTAN
18-05-2019,138,19:00:00,1140,May,Saturday,SGT,1,1,CPW,CPW,45,40+,(null),NONE,N,N,NERVOUS & AGITATED,NERVOUS,18,WHITE HISPANIC,5.7,167.5,150,NONE,NONE,MANHATTAN
18-05-2019,138,19:00:00,1140,May,Saturday,SGT,1,1,CPW,CPW,45,40+,(null),NONE,N,N,NERVOUS & AGITATED,NERVOUS,18,WHITE HISPANIC,6,180,190,(null),NONE,MANHATTAN
18-05-2019,138,22:50:00,1370,May,Saturday,POM,1,1,ROBBERY,ROBBERY,10,10,(null),NONE,Y,N,COMPLIANT,NONE,18,BLACK,5.9,172.5,140,"DURAG, DARK PANTS",NONE,MANHATTAN
18-05-2019,138,22:50:00,1370,May,Saturday,POM,1,1,ROBBERY,ROBBERY,10,10,(null),NONE,Y,N,HESITANT ; NERVOUS,NERVOUS,18,BLACK,5.8,170,150,PURPLE DU RAG,NONE,MANHATTAN
25-05-2019,145,15:35:00,935,May,Saturday,POM,5,5,CPW,CPW,7,7,OTHER,OTHER,Y,Y,APOLOGETIC,NONE,24,BLACK,6,180,180,N/A,NONE,MANHATTAN
18-05-2019,138,19:25:00,1165,May,Saturday,POM,1,1,RECKLESS ENDANGERMENT,OTHER,5,5,RECKLESS ENDANGERMENT,OTHER,Y,N,UNKNOWN,NONE,15,BLACK,5.8,170,160,(null),NONE,MANHATTAN
18-05-2019,138,19:25:00,1165,May,Saturday,POM,1,1,RECKLESS ENDANGERMENT,OTHER,5,5,RECKLESS ENDANGERMENT,OTHER,Y,N,UNKNOWN,NONE,14,BLACK,5.9,172.5,140,(null),NONE,MANHATTAN
18-05-2019,138,19:25:00,1165,May,Saturday,POM,1,1,RECKLESS ENDANGERMENT,OTHER,5,5,RECKLESS ENDANGERMENT,OTHER,Y,N,UNKNOWN,NONE,13,BLACK,5.9,172.5,140,(null),NONE,MANHATTAN
11-05-2019,131,02:40:00,160,May,Saturday,POM,1,1,BURGLARY,BURGLARY,9,9,(null),NONE,Y,N,COMPLIANT,NONE,24,BLACK,5.8,170,150,ORANGE JACKET DREADS,JACKET,BRONX
11-05-2019,131,06:34:00,394,May,Saturday,POM,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,NERVIOUS,NONE,25,BLACK HISPANIC,5.8,170,120,(null),NONE,BRONX
11-05-2019,131,06:35:00,395,May,Saturday,POM,0,0,ASSAULT,ASSAULT,10,10,(null),NONE,Y,N,NERVOUS,NERVOUS,29,WHITE HISPANIC,5.11,177.5,200,(null),NONE,BRONX
18-05-2019,138,17:34:00,1054,May,Saturday,POM,2,2,CPW,CPW,5,5,CPW,CPW,N,Y,NERVOUS,NERVOUS,47,BLACK,6,180,170,"GRAY JACKET,GRAY PANTS ,BLACK CANGO HAT",JACKET,BRONX
25-05-2019,145,15:00:00,900,May,Saturday,POM,1,1,OTHER,OTHER,3,3,(null),NONE,Y,N,CALM,CALM,58,BLACK HISPANIC,5.3,157.5,120,(null),NONE,BRONX
25-05-2019,145,15:15:00,915,May,Saturday,POM,1,1,OTHER,OTHER,3,3,(null),NONE,Y,N,CALM,CALM,22,BLACK,5.5,162.5,170,(null),NONE,BRONX
11-05-2019,131,00:11:00,11,May,Saturday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,UNCOOPERATIVE THEN CALM,CALM,20,BLACK,5.8,170,160,"BLACK HOODIE WITH SLEEVES ROLLED UP, RED SWEAT PANTS, WHITE SNEAKERS, CORN ROW B",HOODIE,BRONX
18-05-2019,138,22:29:00,1349,May,Saturday,POM,3,3,MURDER,OTHER,224,40+,(null),NONE,Y,N,CONFUSED,NONE,47,BLACK,5.11,177.5,220,(null),NONE,BRONX
25-05-2019,145,03:55:00,235,May,Saturday,POM,1,1,CPW,CPW,5,5,OTHER,OTHER,N,N,#N/A,NONE,20,BLACK,5.1,152.5,175,(null),NONE,BRONX
25-05-2019,145,01:30:00,90,May,Saturday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,ANNOYED,ANNOYED,25,WHITE HISPANIC,5.9,172.5,170,(null),NONE,BRONX
11-05-2019,131,21:00:00,1260,May,Saturday,POM,1,1,ASSAULT,ASSAULT,11,11,ASSAULT,ASSAULT,Y,N,NERVOUS,NERVOUS,16,WHITE,5.4,160,120,(null),NONE,BROOKLYN
18-05-2019,138,05:15:00,315,May,Saturday,POM,0,0,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,N,N,SCARED,NONE,21,BLACK,5.9,172.5,180,(null),NONE,BROOKLYN
18-05-2019,138,05:15:00,315,May,Saturday,POM,0,0,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,N,N,CALM,CALM,18,BLACK HISPANIC,5.1,152.5,170,(null),NONE,BROOKLYN
25-05-2019,145,22:42:00,1362,May,Saturday,POM,4,4,UNAUTHORIZED USE OF A VEHICLE,OTHER,20,20,(null),NONE,N,N,ANNOYED,ANNOYED,33,BLACK,6.1,182.5,160,(null),NONE,BROOKLYN
11-05-2019,131,14:17:00,857,May,Saturday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,"ANNOYED, ARGUMENTATIVE",ANNOYED,20,BLACK,5.7,167.5,165,(null),NONE,BROOKLYN
25-05-2019,145,13:18:00,798,May,Saturday,POM,2,2,CPW,CPW,1,1,(null),NONE,Y,N,ANGRY,ANGRY,50,BLACK,6.1,182.5,210,"SILVER SWEATSHIRT, BLUE JEANS",SWEATSHIRT,BROOKLYN
25-05-2019,145,21:15:00,1275,May,Saturday,POM,2,2,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,Y,N,NERVOUS,NERVOUS,16,BLACK,5.7,167.5,130,(null),NONE,BROOKLYN
18-05-2019,138,15:03:00,903,May,Saturday,POM,2,2,MENACING,MENACING,8,8,(null),NONE,Y,N,#N/A,NONE,23,BLACK,5.8,170,150,N/A,NONE,BROOKLYN
18-05-2019,138,15:03:00,903,May,Saturday,POM,2,2,MENACING,MENACING,8,8,(null),NONE,Y,N,NORMAL,NORMAL,27,BLACK,6.3,187.5,200,N/A,NONE,BROOKLYN
18-05-2019,138,15:03:00,903,May,Saturday,POM,2,2,MENACING,MENACING,8,8,(null),NONE,Y,N,NORMAL,NORMAL,27,BLACK,5.7,167.5,190,(null),NONE,BROOKLYN
11-05-2019,131,11:45:00,705,May,Saturday,POM,10,10,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,OTHER,3,3,(null),NONE,Y,N,"DIS-SHEVELED CLOTHING, NERVOUS, AND UNABLE TO STAND STRAIGHT",NERVOUS,59,BLACK,5.7,167.5,165,(null),NONE,BROOKLYN
11-05-2019,131,01:30:00,90,May,Saturday,DT3,2,2,ASSAULT,ASSAULT,2,2,(null),NONE,N,N,ANGRY,ANGRY,30,BLACK,5.8,170,200,(null),NONE,BROOKLYN
04-05-2019,124,00:50:00,50,May,Saturday,DTS,1,1,CPW,CPW,1,1,CPW,CPW,N,Y,NERVOUS,NERVOUS,30,BLACK,5.9,172.5,170,(null),NONE,BROOKLYN
18-05-2019,138,18:50:00,1130,May,Saturday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,CALM,CALM,30,BLACK,5.8,170,180,UNK,NONE,BROOKLYN
18-05-2019,138,20:30:00,1230,May,Saturday,POM,1,1,CPW,CPW,28,28,(null),NONE,Y,N,NORMAL,NORMAL,25,BLACK,5.1,152.5,180,(null),NONE,BROOKLYN
