STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,DEMEANOR_OF_PERSON_STOPPED_TOP10,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,SUSPECT_OTHER_DESCRIPTION_TOP10,STOP_LOCATION_BORO_NAME
25-05-2019,145,01:25:00,85,May,Saturday,POM,2,2,CPW,CPW,1,1,(null),NONE,N,N,"ANGRY, CURSING",ANGRY,20,WHITE HISPANIC,5.5,162.5,160,N/A,NONE,BROOKLYN
04-05-2019,124,23:13:00,1393,May,Saturday,POM,1,1,ROBBERY,ROBBERY,12,12,(null),NONE,N,Y,#N/A,NONE,16,BLACK,6,180,150,(null),NONE,BROOKLYN
04-05-2019,124,23:13:00,1393,May,Saturday,POM,1,1,ROBBERY,ROBBERY,12,12,(null),NONE,N,Y,#N/A,NONE,15,WHITE HISPANIC,5.1,152.5,150,(null),NONE,BROOKLYN
04-05-2019,124,23:13:00,1393,May,Saturday,POM,1,1,ROBBERY,ROBBERY,12,12,(null),NONE,N,N,#N/A,NONE,15,BLACK,5.1,152.5,150,(null),NONE,BROOKLYN
18-05-2019,138,20:20:00,1220,May,Saturday,POM,1,1,ROBBERY,ROBBERY,40,40+,ROBBERY,ROBBERY,Y,N,CALM,CALM,17,BLACK HISPANIC,5.11,177.5,150,"BLUE JEANS, BLUE SNEAKERS, RED T-SHIRT",NONE,BROOKLYN
18-05-2019,138,20:20:00,1220,May,Saturday,POM,1,1,ROBBERY,ROBBERY,40,40+,ROBBERY,ROBBERY,Y,N,CALM,CALM,16,BLACK HISPANIC,5.11,177.5,145,"WHITE SNEAKERS, GREY SWEATPANTS,WHITE T-SHIRT,LONG HAIRS",NONE,BROOKLYN
18-05-2019,138,20:20:00,1220,May,Saturday,POM,1,1,ROBBERY,ROBBERY,40,40+,ROBBERY,ROBBERY,Y,N,CALM,CALM,16,BLACK,6.2,185,150,"RED SWEATPANTS, BLACK T-SHIRT,GREY HOODIE, WHITE SNEAKERS,SCAR ON A LEFT SIDE OF",SCAR,BROOKLYN
18-05-2019,138,20:20:00,1220,May,Saturday,POM,1,1,ROBBERY,ROBBERY,40,40+,ROBBERY,ROBBERY,Y,N,CALM,CALM,15,BLACK HISPANIC,5.11,177.5,145,"GREY JEANS, BLUE SNEAKERS, GREY HOODIE",HOODIE,BROOKLYN
18-05-2019,138,20:20:00,1220,May,Saturday,POM,1,1,ROBBERY,ROBBERY,40,40+,ROBBERY,ROBBERY,Y,N,CALM,CALM,17,WHITE HISPANIC,5.11,177.5,125,"GREEN SNEAKERS,BLUE JEANS, BLACK T-SHIRT, SKATE BOARD BEHIND HIS BACK PACK",NONE,BROOKLYN
18-05-2019,138,20:20:00,1220,May,Saturday,POM,1,1,ROBBERY,ROBBERY,40,40+,ROBBERY,ROBBERY,Y,N,CALM,CALM,17,WHITE HISPANIC,5.8,170,135,"BLACK JEANS, BLACK SNEAKERS,GREY T-SHIRT",NONE,BROOKLYN
11-05-2019,131,18:17:00,1097,May,Saturday,POM,1,1,RECKLESS ENDANGERMENT,OTHER,4,4,(null),NONE,Y,N,AGGITATED,NONE,22,BLACK,5.5,162.5,165,(null),NONE,BROOKLYN
11-05-2019,131,18:30:00,1110,May,Saturday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,NOT TOO HAPPY,NONE,25,WHITE HISPANIC,5.5,162.5,140,(null),NONE,BROOKLYN
11-05-2019,131,18:33:00,1113,May,Saturday,POM,3,3,CPW,CPW,10,10,(null),NONE,Y,N,IRATE,NONE,21,BLACK,5.7,167.5,155,(null),NONE,BROOKLYN
25-05-2019,145,17:46:00,1066,May,Saturday,POM,2,2,CPW,CPW,1,1,(null),NONE,Y,N,COMPLIANT,NONE,69,BLACK,5.1,152.5,210,(null),NONE,BROOKLYN
11-05-2019,131,05:03:00,303,May,Saturday,POM,1,1,CPW,CPW,3,3,(null),NONE,Y,N,UPSET,UPSET,20,BLACK,5.9,172.5,150,BLUE AND GRAY HOODED SWEATSHIRT,SWEATSHIRT,BROOKLYN
11-05-2019,131,05:03:00,303,May,Saturday,POM,1,1,CPW,CPW,3,3,(null),NONE,Y,N,UPSET,UPSET,19,BLACK,5.1,152.5,160,GRAY HOODED SWEATSHIRT,SWEATSHIRT,BROOKLYN
11-05-2019,131,19:03:00,1143,May,Saturday,POM,5,5,CPW,CPW,9,9,(null),NONE,N,N,ANGRY,ANGRY,21,BLACK,5.9,172.5,150,"BLUE SKI MASK, BLACK HOODIE, BLACK SWEATPANTS",HOODIE,BROOKLYN
11-05-2019,131,11:50:00,710,May,Saturday,POF,1,1,CPW,CPW,10,10,GRAND LARCENY,GRAND LARCENY,Y,N,COMBATIVE,COMBATIVE,16,BLACK HISPANIC,5.5,162.5,145,N/A,NONE,QUEENS
04-05-2019,124,07:01:00,421,May,Saturday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,NORMAL,NORMAL,49,WHITE HISPANIC,5.2,155,130,NONE,NONE,QUEENS
25-05-2019,145,10:55:00,655,May,Saturday,POM,0,0,CPW,CPW,10,10,(null),NONE,Y,N,COMPLIANT,NONE,31,ASIAN / PACIFIC ISLANDER,5.8,170,160,(null),NONE,QUEENS
25-05-2019,145,19:40:00,1180,May,Saturday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,AGITATED,AGITATED,30,BLACK,6.1,182.5,220,(null),NONE,QUEENS
18-05-2019,138,04:56:00,296,May,Saturday,POM,1,1,ROBBERY,ROBBERY,6,6,(null),NONE,N,N,NERVOUS,NERVOUS,30,BLACK,5.9,172.5,145,(null),NONE,STATEN ISLAND
12-05-2019,132,00:24:00,24,May,Sunday,DTS,1,1,CPW,CPW,5,5,(null),NONE,Y,N,CALM,CALM,39,WHITE,6,180,200,BLACK JACKET BLUE JEANS,JACKET,MANHATTAN
05-05-2019,125,12:15:00,735,May,Sunday,POM,1,1,GRAND LARCENY,GRAND LARCENY,13,13,GRAND LARCENY,GRAND LARCENY,N,N,COMPLIANT,NONE,15,BLACK,5.1,152.5,150,BLACK JACKET,JACKET,MANHATTAN
05-05-2019,125,12:35:00,755,May,Sunday,POF,1,1,GRAND LARCENY,GRAND LARCENY,1,1,GRAND LARCENY,GRAND LARCENY,Y,N,COMPLIANT,NONE,20,BLACK,5.8,170,165,BLACK JACKET,JACKET,MANHATTAN
05-05-2019,125,06:30:00,390,May,Sunday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,CALM,CALM,33,BLACK,6.2,185,200,N/A,NONE,MANHATTAN
26-05-2019,146,19:40:00,1180,May,Sunday,POF,2,2,OTHER,OTHER,40,40+,OTHER,OTHER,Y,N,"INTOXED, VERBALLY ABUSIVE",NONE,40,BLACK HISPANIC,5.5,162.5,180,N/A,NONE,MANHATTAN
05-05-2019,125,17:55:00,1075,May,Sunday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,ANGRY/COMPARATIVE,ANGRY,28,BLACK HISPANIC,5.1,152.5,170,HOODED SWEATSHIRT,SWEATSHIRT,MANHATTAN
19-05-2019,139,01:42:00,102,May,Sunday,POM,2,2,ROBBERY,ROBBERY,14,14,ROBBERY,ROBBERY,Y,N,CALM,CALM,45,BLACK HISPANIC,6.2,185,200,TEARDROP TATTOO ON FACE.,TATTOO,MANHATTAN
19-05-2019,139,00:50:00,50,May,Sunday,POM,3,3,CPW,CPW,5,5,CPW,CPW,Y,Y,AGITATED,AGITATED,34,BLACK HISPANIC,5.8,170,150,(null),NONE,MANHATTAN
26-05-2019,146,01:05:00,65,May,Sunday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,NORMAL,NORMAL,21,WHITE HISPANIC,6.2,185,160,(null),NONE,MANHATTAN
05-05-2019,125,11:59:00,719,May,Sunday,POF,1,1,PETIT LARCENY,PETIT LARCENY,4,4,(null),NONE,Y,N,ANNOYED/ BOTHERED. CURSING,ANNOYED,55,BLACK,5.1,152.5,180,BLK & WHT STONE STUDDED VENEERS (UPPERS),NONE,MANHATTAN
05-05-2019,125,11:59:00,719,May,Sunday,POM,1,1,PETIT LARCENY,PETIT LARCENY,4,4,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,CALM,43,BLACK,5.6,165,160,NONE,NONE,MANHATTAN
26-05-2019,146,01:06:00,66,May,Sunday,POM,1,1,MENACING,MENACING,7,7,(null),NONE,Y,N,CALM,CALM,19,BLACK HISPANIC,6.3,187.5,170,BLUE HOODIE SHIRT,HOODIE,MANHATTAN
12-05-2019,132,00:50:00,50,May,Sunday,POM,2,2,CPW,CPW,10,10,(null),NONE,N,Y,AGGRESIVE,NONE,20,BLACK,6.1,182.5,160,"""BLESSED"" TATTO ON NECK",NONE,BRONX
05-05-2019,125,00:30:00,30,May,Sunday,POM,1,1,CPW,CPW,1,1,(null),NONE,N,Y,CALM,CALM,22,BLACK,5.11,177.5,150,(null),NONE,BRONX
12-05-2019,132,00:05:00,5,May,Sunday,POM,1,1,CPW,CPW,55,40+,(null),NONE,N,N,COMPLIANT,NONE,18,BLACK,5.11,177.5,165,(null),NONE,BRONX
19-05-2019,139,19:03:00,1143,May,Sunday,POM,1,1,ROBBERY,ROBBERY,2,2,ROBBERY,ROBBERY,N,N,CALM,CALM,20,BLACK,5.6,165,135,"TATTOO ""PRAY FOR THE BEST AND PREPARE FOR THE WORSE""",TATTOO,BRONX
12-05-2019,132,06:40:00,400,May,Sunday,LT,1,1,ASSAULT,ASSAULT,14,14,ASSAULT,ASSAULT,Y,Y,CALM,CALM,21,BLACK,5.3,157.5,140,BEARD,BEARD,BRONX
19-05-2019,139,11:33:00,693,May,Sunday,POF,1,1,THEFT OF SERVICES,OTHER,28,28,(null),NONE,Y,N,UNCOOPERATIVE,NONE,41,BLACK,5.11,177.5,170,BLUE BASEBALL CAP,NONE,BRONX
26-05-2019,146,16:45:00,1005,May,Sunday,POM,1,1,ROBBERY,ROBBERY,15,15,GRAND LARCENY,GRAND LARCENY,Y,N,NERVOUS,NERVOUS,19,BLACK,5.9,172.5,180,(null),NONE,BRONX
05-05-2019,125,07:37:00,457,May,Sunday,POM,1,1,MENACING,MENACING,3,3,MENACING,MENACING,Y,N,"SURPRISED, ANGRY",ANGRY,27,BLACK,5.9,172.5,190,"BLACK HOODIE WITH HOOD UP, BLACK SWEAT PANTS, BLACK SNEAKERS",HOODIE,BRONX
26-05-2019,146,00:19:00,19,May,Sunday,POM,1,1,MENACING,MENACING,9,9,(null),NONE,Y,N,UNCOOPERATIVE,NONE,20,BLACK,5.9,172.5,175,"GRAY T-SHIRT, BLACK TRACK PANTS, MULTI COLOR SNEAKERS",NONE,BRONX
19-05-2019,139,20:37:00,1237,May,Sunday,POM,1,1,CPW,CPW,3,3,CPW,CPW,Y,Y,#N/A,NONE,21,BLACK HISPANIC,6,180,200,(null),NONE,BRONX
19-05-2019,139,16:09:00,969,May,Sunday,POM,1,1,GRAND LARCENY,GRAND LARCENY,10,10,GRAND LARCENY,GRAND LARCENY,Y,N,"VISIBLY UPSET, ANGRY",UPSET,38,WHITE HISPANIC,6.3,187.5,270,(null),NONE,BROOKLYN
26-05-2019,146,02:11:00,131,May,Sunday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,CALM,CALM,21,WHITE HISPANIC,5.7,167.5,180,(null),NONE,BROOKLYN
26-05-2019,146,02:11:00,131,May,Sunday,POM,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,N,N,CALM,CALM,20,WHITE HISPANIC,5.9,172.5,170,(null),NONE,BROOKLYN
26-05-2019,146,21:26:00,1286,May,Sunday,POF,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,CALM,CALM,30,WHITE,5.9,172.5,240,(null),NONE,BROOKLYN
19-05-2019,139,01:26:00,86,May,Sunday,POM,0,0,ROBBERY,ROBBERY,10,10,(null),NONE,N,N,SCRARED,NONE,14,WHITE,5.6,165,135,UNKNOWN,NONE,BROOKLYN
05-05-2019,125,21:35:00,1295,May,Sunday,POM,1,1,CPW,CPW,2,2,(null),NONE,Y,N,AGITATED,AGITATED,35,BLACK,6.2,185,180,BLACK VISION GLASSES,GLASSES,BROOKLYN
19-05-2019,139,23:53:00,1433,May,Sunday,POM,1,1,CPW,CPW,3,3,(null),NONE,N,N,NERVOUS,NERVOUS,22,WHITE HISPANIC,5.7,167.5,160,(null),NONE,BROOKLYN
19-05-2019,139,23:53:00,1433,May,Sunday,DTS,1,1,CPW,CPW,6,6,(null),NONE,N,N,NORMAL,NORMAL,57,BLACK,6.1,182.5,170,UNK,NONE,BROOKLYN
26-05-2019,146,01:25:00,85,May,Sunday,POM,1,1,CPW,CPW,25,25,CRIMINAL POSSESSION OF CONTROLLE,OTHER,Y,N,CALM,CALM,33,BLACK,5.8,170,200,(null),NONE,BROOKLYN
26-05-2019,146,22:15:00,1335,May,Sunday,POM,1,1,CPW,CPW,8,8,(null),NONE,Y,N,CALM,CALM,26,BLACK,5.6,165,160,(null),NONE,BROOKLYN
26-05-2019,146,17:29:00,1049,May,Sunday,POM,1,1,CPW,CPW,1,1,(null),NONE,Y,N,UPSET,UPSET,29,BLACK,5.8,170,150,(null),NONE,BROOKLYN
05-05-2019,125,17:40:00,1060,May,Sunday,POM,0,0,ASSAULT,ASSAULT,2,2,(null),NONE,Y,N,CALM,CALM,35,WHITE HISPANIC,5.9,172.5,200,(null),NONE,BROOKLYN
19-05-2019,139,21:15:00,1275,May,Sunday,POM,1,1,CPW,CPW,3,3,(null),NONE,Y,N,CALM,CALM,19,BLACK,5.9,172.5,150,(null),NONE,BROOKLYN
19-05-2019,139,19:12:00,1152,May,Sunday,POM,1,1,CPW,CPW,10,10,CPW,CPW,N,Y,#N/A,NONE,27,BLACK,5.11,177.5,160,(null),NONE,BROOKLYN
26-05-2019,146,22:40:00,1360,May,Sunday,POM,1,1,MENACING,MENACING,7,7,MENACING,MENACING,Y,N,AGGRIVATED,NONE,29,BLACK,5.8,170,150,(null),NONE,QUEENS
12-05-2019,132,08:40:00,520,May,Sunday,POM,2,2,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,Y,EDP,NONE,41,BLACK,5.8,170,150,(null),NONE,QUEENS
19-05-2019,139,19:45:00,1185,May,Sunday,POM,1,1,ASSAULT,ASSAULT,2,2,(null),NONE,Y,N,CALM,CALM,26,WHITE HISPANIC,5.6,165,160,"RED GAP SHIRT, BLUE JEANS",NONE,QUEENS
26-05-2019,146,04:15:00,255,May,Sunday,POM,1,1,CPW,CPW,20,20,(null),NONE,Y,N,NONCOMPLIANT,NONE,42,BLACK,5.7,167.5,180,(null),NONE,QUEENS
12-05-2019,132,15:15:00,915,May,Sunday,POF,1,1,BURGLARY,BURGLARY,15,15,(null),NONE,Y,N,CALM,CALM,36,BLACK,5.5,162.5,170,(null),NONE,QUEENS
05-05-2019,125,10:10:00,610,May,Sunday,DTS,0,0,PETIT LARCENY,PETIT LARCENY,2,2,PETIT LARCENY,PETIT LARCENY,Y,N,#N/A,NONE,32,BLACK,5.9,172.5,160,TATTOO ON NECK,TATTOO,QUEENS
05-05-2019,125,04:18:00,258,May,Sunday,POM,2,2,ROBBERY,ROBBERY,7,7,(null),NONE,Y,N,CALM,CALM,22,BLACK,6,180,210,"BLACK HOODIE, CAMO PANTS, BLACK SNEAKERS",HOODIE,QUEENS
05-05-2019,125,04:18:00,258,May,Sunday,POM,2,2,ROBBERY,ROBBERY,7,7,(null),NONE,Y,N,CALM,CALM,28,WHITE HISPANIC,5.4,160,160,"BLUE BUBBLE JACKET,WHITE SNEAKERS, GREEN PANTS",JACKET,QUEENS
05-05-2019,125,00:44:00,44,May,Sunday,POF,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,5,5,(null),NONE,Y,N,CALM,CALM,21,BLACK,6.2,185,200,NONE,NONE,STATEN ISLAND
17-06-2019,168,16:08:00,968,June,Monday,POM,1,1,OTHER,OTHER,38,38,(null),NONE,Y,N,CALM,CALM,76,WHITE,5.1,152.5,115,N/A,NONE,MANHATTAN
24-06-2019,175,00:55:00,55,June,Monday,POM,0,0,CPW,CPW,3,3,(null),NONE,Y,N,ANGRY,ANGRY,36,WHITE HISPANIC,6.2,185,210,N/A,NONE,MANHATTAN
03-06-2019,154,12:20:00,740,June,Monday,POM,1,1,ROBBERY,ROBBERY,20,20,ROBBERY,ROBBERY,Y,N,CALM,CALM,60,WHITE,5.8,170,145,"GREEN T-SHIRT, BLUE JEANS, GOATEE, BEARD",BEARD,MANHATTAN
24-06-2019,175,06:13:00,373,June,Monday,POF,1,1,GRAND LARCENY,GRAND LARCENY,30,30,(null),NONE,Y,N,CALM,CALM,62,BLACK,5.1,152.5,190,"SUSPECT WAS WEARING A WHITE HOODIE, GRAY SHORT, AND GRAY SNEAKER.",HOODIE,MANHATTAN
24-06-2019,175,15:00:00,900,June,Monday,POM,1,1,ROBBERY,ROBBERY,10,10,GRAND LARCENY,GRAND LARCENY,N,N,RUNNING AND NERVOUS,NERVOUS,20,BLACK,6,180,160,NONE,NONE,MANHATTAN
24-06-2019,175,22:45:00,1365,June,Monday,POF,2,2,CPW,CPW,10,10,(null),NONE,Y,Y,#N/A,NONE,41,BLACK,5.4,160,130,PINK T SHIRT,NONE,MANHATTAN
10-06-2019,161,03:30:00,210,June,Monday,POM,1,1,CPW,CPW,15,15,(null),NONE,Y,N,AGGRESSIVE,NONE,28,WHITE HISPANIC,5.4,160,150,(null),NONE,MANHATTAN
10-06-2019,161,13:39:00,819,June,Monday,SGT,1,1,ROBBERY,ROBBERY,9,9,ROBBERY,ROBBERY,Y,N,COMPLIANT,NONE,22,BLACK,5.1,152.5,170,NONE,NONE,MANHATTAN
17-06-2019,168,12:30:00,750,June,Monday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,UPSET / COMPLIANT,UPSET,43,BLACK HISPANIC,6,180,250,BEARDED,BEARD,MANHATTAN
03-06-2019,154,02:35:00,155,June,Monday,POM,0,0,ASSAULT,ASSAULT,11,11,(null),NONE,Y,N,UNCOOPERATIVE,NONE,22,WHITE HISPANIC,5.5,162.5,130,(null),NONE,BRONX
24-06-2019,175,01:30:00,90,June,Monday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,HIGHLY COMBATIVE,COMBATIVE,20,BLACK,6.1,182.5,180,(null),NONE,BRONX
24-06-2019,175,19:45:00,1185,June,Monday,POM,1,1,CPW,CPW,15,15,CPW,CPW,Y,N,NERVOUS,NERVOUS,20,BLACK,5.9,172.5,150,(null),NONE,BRONX
17-06-2019,168,01:35:00,95,June,Monday,POM,1,1,ASSAULT,ASSAULT,10,10,(null),NONE,Y,N,AGGITATED,NONE,38,WHITE HISPANIC,5.6,165,210,(null),NONE,BRONX
24-06-2019,175,12:18:00,738,June,Monday,POF,0,0,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,EXHAUSTED AND SWEATING,NONE,22,WHITE HISPANIC,5.7,167.5,145,TATOOS ON UPPER LEFT ARM,NONE,BRONX
10-06-2019,161,13:03:00,783,June,Monday,POF,1,1,MENACING,MENACING,1,1,MENACING,MENACING,Y,N,OPPOSITIONAL; NON COMPLIANT;,NONE,16,BLACK,5.1,152.5,160,RED AND BLACK DURAG,NONE,BRONX
24-06-2019,175,01:10:00,70,June,Monday,POM,1,1,RECKLESS ENDANGERMENT,OTHER,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,29,WHITE HISPANIC,6.1,182.5,200,BLACK TEE SHIRT BLUE JEANS,NONE,BRONX
17-06-2019,168,23:37:00,1417,June,Monday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,CALM,CALM,27,WHITE HISPANIC,5.11,177.5,180,(null),NONE,BRONX
17-06-2019,168,23:37:00,1417,June,Monday,POM,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,CALM,CALM,26,WHITE HISPANIC,5.7,167.5,145,"BLACK HOODIE, BLACK SHORTS.",HOODIE,BRONX
17-06-2019,168,23:58:00,1438,June,Monday,POM,1,1,MENACING,MENACING,40,40+,CPW,CPW,Y,Y,ANGRY,ANGRY,19,BLACK HISPANIC,5.7,167.5,140,(null),NONE,BRONX
17-06-2019,168,22:35:00,1355,June,Monday,POM,1,1,CPW,CPW,2,2,(null),NONE,Y,N,EXCITED,NONE,29,BLACK HISPANIC,5.6,165,140,WHITE TSHIRT,NONE,BRONX
17-06-2019,168,22:35:00,1355,June,Monday,POM,1,1,CPW,CPW,2,2,(null),NONE,Y,N,EXCITED,NONE,20,WHITE HISPANIC,5.7,167.5,150,(null),NONE,BRONX
24-06-2019,175,13:18:00,798,June,Monday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,#N/A,NONE,42,BLACK,6.1,182.5,180,(null),NONE,BROOKLYN
24-06-2019,175,02:37:00,157,June,Monday,POM,1,1,ROBBERY,ROBBERY,8,8,ROBBERY,ROBBERY,Y,N,NERVOUS,NERVOUS,48,BLACK HISPANIC,5.6,165,140,UNK,NONE,BROOKLYN
17-06-2019,168,08:07:00,487,June,Monday,LT,1,1,PETIT LARCENY,PETIT LARCENY,5,5,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,CALM,30,WHITE HISPANIC,5.5,162.5,150,"RED BACKET HAT, BLACK BOOKBAG,  MULTI COLOR JACKET",JACKET,BROOKLYN
17-06-2019,168,13:59:00,839,June,Monday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,UPSET,UPSET,20,BLACK,6,180,160,NOT APPLICABLE,NONE,BROOKLYN
03-06-2019,154,23:58:00,1438,June,Monday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,NERVOUS,NERVOUS,17,BLACK,6,180,160,(null),NONE,BROOKLYN
10-06-2019,161,13:00:00,780,June,Monday,POM,2,2,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,10,10,(null),NONE,Y,N,VERY CALM,CALM,21,BLACK,5.1,152.5,150,(null),NONE,BROOKLYN
17-06-2019,168,16:47:00,1007,June,Monday,POF,1,1,ROBBERY,ROBBERY,20,20,ROBBERY,ROBBERY,Y,Y,#N/A,NONE,17,BLACK,5.6,165,135,(null),NONE,BROOKLYN
17-06-2019,168,16:47:00,1007,June,Monday,POF,1,1,ROBBERY,ROBBERY,20,20,OTHER,OTHER,Y,Y,#N/A,NONE,18,BLACK,5.7,167.5,130,(null),NONE,BROOKLYN
24-06-2019,175,02:08:00,128,June,Monday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,UNDERSTANDING,UNDERSTANDING,20,BLACK,6.2,185,250,(null),NONE,BROOKLYN
10-06-2019,161,01:30:00,90,June,Monday,POM,1,1,CPW,CPW,20,20,(null),NONE,Y,N,COMPLIANT,NONE,39,BLACK,5.8,170,147,(null),NONE,BROOKLYN
03-06-2019,154,10:57:00,657,June,Monday,POM,2,2,ROBBERY,ROBBERY,11,11,GRAND LARCENY,GRAND LARCENY,Y,N,TALKATIVE AND AGITATED,AGITATED,28,BLACK,5.9,172.5,160,(null),NONE,BROOKLYN
03-06-2019,154,19:47:00,1187,June,Monday,POM,1,1,ASSAULT,ASSAULT,12,12,ASSAULT,ASSAULT,Y,N,COOPERATIVE,COOPERATIVE,31,BLACK,5.1,152.5,160,TATTOOS ON BOTH HANDS. LEFT HAND IS JAHMIR/ RIGHT HAND IS KESHIA,TATTOO,QUEENS
24-06-2019,175,04:54:00,294,June,Monday,POF,2,2,ASSAULT,ASSAULT,8,8,ASSAULT,ASSAULT,Y,N,QUIET AND RESERVED,NONE,39,BLACK,5.1,152.5,140,EYE GLASSES,GLASSES,QUEENS
24-06-2019,175,04:34:00,274,June,Monday,POM,1,1,CPW,CPW,1,1,(null),NONE,Y,N,CALM,CALM,33,BLACK,6.1,182.5,240,MULTICOLORED HOODIE (AMERICAN FLAG),HOODIE,QUEENS
03-06-2019,154,17:36:00,1056,June,Monday,POM,2,2,ASSAULT,ASSAULT,20,20,(null),NONE,Y,N,RELEIVED,NONE,15,WHITE,5.1,152.5,110,(null),NONE,QUEENS
24-06-2019,175,10:30:00,630,June,Monday,POM,1,1,ASSAULT,ASSAULT,7,7,ASSAULT,ASSAULT,Y,N,NERVOUS,NERVOUS,20,WHITE HISPANIC,5.8,170,142,"SHIRTLESS, RED SHORTS",NONE,QUEENS
24-06-2019,175,10:30:00,630,June,Monday,POM,1,1,ASSAULT,ASSAULT,5,5,ASSAULT,ASSAULT,Y,N,NERVOUS,NERVOUS,18,WHITE HISPANIC,5.8,170,148,BLOOD ON FACE,NONE,QUEENS
03-06-2019,154,10:15:00,615,June,Monday,POM,1,1,RAPE,OTHER,5,5,RAPE,OTHER,Y,N,"NERVOUS, ATTEMPTING TO WALK AWAY, ROLLING EYES AT POLICE",NERVOUS,30,BLACK,5.1,152.5,180,"DREADLOCKS, MISSING TEETH",DREADLOCKS,QUEENS
03-06-2019,154,20:30:00,1230,June,Monday,POM,10,10,CPW,CPW,10,10,(null),NONE,N,Y,ANNOYED,ANNOYED,22,BLACK,5.1,152.5,170,(null),NONE,QUEENS
03-06-2019,154,20:30:00,1230,June,Monday,POM,2,2,CPW,CPW,10,10,(null),NONE,N,Y,ANNOYED,ANNOYED,20,BLACK,5.9,172.5,170,(null),NONE,QUEENS
17-06-2019,168,20:07:00,1207,June,Monday,POM,1,1,ROBBERY,ROBBERY,20,20,GRAND LARCENY,GRAND LARCENY,Y,N,CALM,CALM,16,BLACK,5.6,165,150,N/A,NONE,QUEENS
17-06-2019,168,20:00:00,1200,June,Monday,SGT,2,2,ROBBERY,ROBBERY,5,5,GRAND LARCENY,GRAND LARCENY,N,N,CALM,CALM,15,WHITE HISPANIC,5.6,165,190,UNK,NONE,QUEENS
24-06-2019,175,16:40:00,1000,June,Monday,POM,0,0,MENACING,MENACING,30,30,(null),NONE,Y,N,NERVOUS,NERVOUS,25,WHITE,5.11,177.5,170,"""BROOKLYN"" ON RIGHT FOREARM",NONE,QUEENS
24-06-2019,175,16:40:00,1000,June,Monday,POM,0,0,MENACING,MENACING,30,30,(null),NONE,Y,N,NERVOUS,NERVOUS,27,WHITE,6.3,187.5,180,N/A,NONE,QUEENS
17-06-2019,168,13:30:00,810,June,Monday,POM,2,2,CPW,CPW,6,6,MENACING,MENACING,Y,Y,CALM,CALM,78,WHITE HISPANIC,5.5,162.5,190,(null),NONE,QUEENS
24-06-2019,175,16:24:00,984,June,Monday,POM,60,10+,CPW,CPW,198,40+,(null),NONE,Y,Y,CALM,CALM,13,BLACK,5.8,170,180,NO,NONE,QUEENS
17-06-2019,168,15:40:00,940,June,Monday,POM,1,1,CPW,CPW,2,2,OTHER,OTHER,Y,N,FRIGHTENED & NERVOUS,NERVOUS,16,WHITE,5.8,170,135,"WHITE SHIRT, GREY PANTS, BLACK ADDIDAS WITH WHITE STRIPE & GREEN NIKE BACKPACK.",NONE,QUEENS
